real,brigthness0,motion0,sleep0,brigthness1,motion1,sleep1,brigthness2,motion2,sleep2,brigthness3,motion3,sleep3
0,1,4,85,1,1,90,1,3,91,1,1,90
0,1,4,80,1,1,91,1,3,91,1,1,90
0,1,4,80,1,4,86,1,3,91,1,3,91
1,1,1,84,1,4,85,1,1,90,1,3,91
1,1,1,87,1,4,85,1,1,91,1,3,91
0,1,3,91,1,4,80,1,1,91,1,3,91
0,2,1,94,1,3,91,1,3,91,1,3,91

0,1,3,86,1,6,4,2,5,26,2,6,6
1,1,1,90,1,4,55,2,6,18,2,6,3
1,1,1,91,1,4,60,2,5,11,2,6,15
0,1,3,91,1,3,86,1,6,4,2,5,26
0,1,2,93,1,1,90,1,4,55,2,6,18
0,1,1,92,1,1,90,1,4,60,2,6,5
1,1,1,94,1,1,91,1,4,60,1,6,4
1,1,1,95,1,3,91,1,3,86,1,6,9
1,1,2,94,1,1,92,1,1,91,1,4,60
0,1,1,94,1,1,94,1,3,91,1,3,86
0,1,3,91,1,1,95,1,2,93,1,1,90
0,1,1,90,1,2,94,1,1,92,1,1,91
1,1,2,94,1,1,94,1,1,95,1,3,91
0,1,4,83,1,1,90,1,1,94,1,1,94
0,1,4,87,1,2,94,1,1,94,1,1,95
1,1,1,89,1,2,94,1,3,91,1,1,95
1,1,1,87,1,2,94,1,3,91,1,1,95
0,1,1,95,1,2,94,1,1,90,1,2,94
0,1,4,83,1,4,83,1,1,90,1,1,94
1,1,1,84,1,4,87,1,2,94,1,3,91
1,1,1,87,1,1,87,1,2,94,1,1,90
1,1,1,95,1,1,95,1,4,83,1,1,90
1,1,1,95,1,4,83,1,4,87,1,2,94
0,1,2,94,1,1,87,1,1,87,1,2,94
0,1,4,84,1,1,95,1,4,83,1,4,87
0,1,2,94,1,2,94,1,1,87,1,1,95
1,1,2,95,1,4,84,1,1,95,1,4,83
1,1,1,93,1,4,84,1,1,95,1,1,84
1,1,1,94,1,4,84,1,2,94,1,1,87
0,1,4,86,1,1,94,1,4,84,1,2,94
0,1,4,86,1,4,86,1,1,94,1,4,84
0,2,4,52,1,4,86,1,4,86,1,1,94
0,2,1,71,1,4,86,1,4,86,1,1,94
0,1,4,74,2,4,52,1,4,86,1,4,86
0,1,4,52,2,1,71,1,4,86,1,4,86
0,1,4,77,2,4,34,1,4,86,1,4,86
0,2,3,76,1,4,74,2,4,52,1,4,86
0,2,5,46,1,4,74,2,4,52,1,4,86
0,2,4,70,1,4,52,2,1,71,1,4,86
0,2,4,55,1,4,77,2,4,34,1,4,86

0,1,3,76,1,6,12,1,6,12,1,6,2
1,1,2,91,1,6,22,1,6,8,1,6,8
0,1,5,66,1,6,38,1,5,33,1,5,36
0,1,5,66,1,6,38,1,6,18,1,6,12
0,1,4,72,1,3,76,1,6,22,1,6,21
1,1,2,89,1,2,91,1,6,16,1,6,8
1,1,1,94,1,5,66,1,3,76,1,6,12
0,1,4,83,1,2,89,1,2,91,1,6,16
0,1,4,87,1,2,89,1,5,66,1,6,38
1,1,1,89,1,1,94,1,5,66,1,3,76
1,1,1,89,1,1,94,1,4,72,1,3,76
1,1,3,91,1,4,87,1,2,89,1,5,66
0,1,4,87,1,1,89,1,1,94,1,4,72
0,1,5,66,1,3,91,1,4,87,1,2,89
0,1,5,54,1,4,87,1,1,89,1,1,94
0,1,4,83,1,5,66,1,3,91,1,1,89
0,1,5,71,1,5,54,1,4,87,1,1,89
1,1,3,87,1,5,54,1,4,87,1,1,89
1,1,1,89,1,5,54,1,4,87,1,1,89
1,1,1,91,1,5,54,1,5,66,1,3,91
1,1,1,95,1,4,83,1,5,66,1,4,87
0,1,5,66,1,3,87,1,5,54,1,4,87
0,1,4,83,1,1,95,1,5,71,1,5,54
0,1,4,87,1,5,66,1,3,87,1,5,54
1,1,1,89,1,5,66,1,1,91,1,4,83
0,1,4,83,1,4,83,1,1,95,1,5,71
0,1,4,86,1,1,89,1,5,66,1,1,95
0,1,6,44,1,1,89,1,4,83,1,1,95
0,1,5,59,1,4,83,1,4,83,1,1,95
0,1,5,53,1,4,83,1,4,87,1,5,66
0,1,4,61,1,4,83,1,1,89,1,5,66
0,1,4,66,1,4,86,1,1,89,1,5,66
0,1,4,77,1,6,44,1,1,89,1,4,83
0,2,1,71,1,5,53,1,4,83,1,4,87
1,3,1,85,1,4,66,1,4,86,1,1,89
1,1,1,76,1,4,77,1,5,59,1,4,83
0,1,4,50,2,1,71,1,5,53,1,4,83
0,1,4,88,2,1,71,1,4,66,1,4,86
0,1,4,88,3,1,85,1,4,77,1,6,44
0,2,6,34,1,1,76,1,4,77,1,5,59
0,1,4,38,1,4,50,2,1,71,1,5,53

0,1,4,75,1,5,43,2,6,20,2,4,83
0,1,2,82,1,6,12,1,6,3,2,4,83
1,1,3,87,1,6,21,1,6,3,2,5,43
1,1,1,92,1,6,31,1,6,22,2,6,24
1,1,1,92,1,6,31,1,5,43,2,6,20
1,1,1,95,1,2,82,1,6,11,1,6,3
0,1,4,83,1,1,92,1,6,31,1,6,22
0,1,1,87,1,1,92,1,4,75,1,6,12
0,1,3,91,1,1,95,1,2,82,1,6,11
1,1,1,90,1,1,95,1,3,87,1,6,21
1,1,1,91,1,4,83,1,1,92,1,4,75
0,1,3,91,1,1,87,1,1,92,1,2,82
0,1,1,95,1,1,90,1,4,83,1,1,92
1,1,1,95,1,3,91,1,3,91,1,1,95
1,1,1,95,1,3,91,1,1,90,1,1,95
0,1,4,83,1,1,95,1,1,91,1,4,83
0,1,4,83,1,1,95,1,1,91,1,1,87
0,1,3,86,1,1,95,1,3,91,1,3,91
0,1,4,87,1,1,95,1,1,95,1,1,90
1,1,1,90,1,4,83,1,1,95,1,1,91
1,1,1,87,1,4,83,1,1,95,1,3,91
0,1,4,83,1,4,87,1,4,83,1,1,95
0,1,3,91,1,1,87,1,4,87,1,1,95
0,1,1,90,1,4,83,1,4,87,1,4,83
0,1,1,91,1,4,83,1,1,90,1,4,83
0,1,4,83,1,4,83,1,1,87,1,4,83
1,1,4,87,1,4,83,1,1,87,1,3,86
1,1,1,89,1,3,91,1,1,87,1,4,87
0,1,4,83,1,1,91,1,4,83,1,1,87
1,1,4,83,1,4,83,1,4,83,1,1,87
1,1,4,82,1,1,89,1,3,91,1,1,87
1,1,4,82,1,1,89,1,3,91,1,4,83
0,1,4,82,1,4,83,1,1,91,1,4,83
0,1,2,92,1,4,82,1,1,89,1,3,91
0,1,4,86,1,4,82,1,4,83,1,4,83
0,1,3,93,1,2,92,1,4,82,1,1,89
0,2,4,64,1,2,92,1,4,82,1,4,83
0,1,2,56,1,4,86,1,4,82,1,4,83
0,2,4,39,1,4,86,1,4,82,1,4,83
0,2,1,80,1,4,86,1,2,92,1,4,82
0,2,3,44,2,4,64,1,2,92,1,4,82
0,2,4,39,1,2,56,1,4,86,1,4,82
1,3,2,80,2,4,39,1,4,86,1,2,92
1,3,3,76,2,1,80,1,3,93,1,2,92
0,2,1,49,2,3,44,2,4,64,1,4,86
0,3,2,37,2,4,39,2,4,39,1,4,86
0,3,4,19,3,2,80,2,1,80,1,4,86
0,1,4,35,3,3,76,2,3,44,2,4,64
0,2,1,38,2,1,49,2,3,44,1,2,56

0,1,2,78,1,6,16,1,6,12,1,6,24
0,1,1,82,1,6,8,1,2,82,1,6,37
1,1,3,91,1,6,12,1,6,39,1,5,47
1,1,3,91,1,6,17,1,6,39,1,6,27
1,1,1,91,1,2,78,1,6,16,1,6,12
1,1,1,95,1,1,82,1,3,69,1,6,13
1,1,1,95,1,3,91,1,6,17,1,6,39
0,1,1,95,1,1,91,1,2,78,1,6,16
0,1,1,95,1,1,91,1,1,82,1,6,8
0,1,3,91,1,1,95,1,3,91,1,6,12
0,1,1,90,1,1,95,1,3,91,1,6,17
0,1,4,83,1,1,95,1,1,91,1,1,82
0,1,4,87,1,3,91,1,1,95,1,3,91
1,1,1,89,1,3,91,1,1,95,1,3,91
1,1,3,86,1,1,90,1,1,95,1,1,91
1,1,1,90,1,4,83,1,1,95,1,1,95
1,1,3,90,1,4,87,1,3,91,1,1,95
0,1,4,87,1,3,86,1,1,90,1,1,95
0,1,4,87,1,3,86,1,4,83,1,1,95
0,1,3,86,1,1,90,1,4,87,1,3,91
1,1,4,83,1,3,90,1,1,89,1,1,90
1,1,1,84,1,4,87,1,3,86,1,4,83
0,1,1,87,1,3,86,1,1,90,1,4,87
0,1,1,87,1,3,86,1,3,90,1,4,87
0,1,1,95,1,4,83,1,4,87,1,3,86
0,1,1,95,1,1,84,1,4,87,1,1,90
0,1,2,94,1,1,87,1,3,86,1,3,90
0,1,3,91,1,1,95,1,1,84,1,4,87
1,1,2,94,1,2,94,1,1,95,1,1,84
1,1,2,94,1,2,94,1,1,95,1,1,84
1,1,3,91,1,2,94,1,2,94,1,1,95
1,1,2,94,1,3,91,1,2,94,1,2,94
0,1,3,93,1,2,94,1,3,91,1,2,94
0,1,3,93,1,2,94,1,3,91,1,2,94
0,1,1,93,1,3,93,1,2,94,1,3,91
1,1,1,97,1,3,93,1,2,94,1,3,91
0,1,1,97,1,1,93,1,3,93,1,2,94
0,1,4,86,1,1,97,1,3,93,1,2,94
0,1,4,88,1,1,97,1,1,93,1,3,93
0,1,1,86,1,1,97,1,1,93,1,3,93
1,1,2,92,1,1,97,1,1,97,1,3,93
0,1,5,73,1,4,86,1,1,97,1,3,93
0,2,5,42,1,4,88,1,1,97,1,1,93
0,3,4,65,1,1,86,1,1,97,1,1,93
0,3,3,68,1,2,92,1,4,86,1,1,97

0,1,1,83,1,5,55,1,6,8,1,6,12
0,1,1,87,1,6,15,1,5,33,1,4,64
0,1,1,95,1,6,11,1,4,57,1,6,10
0,1,1,95,1,6,8,1,6,34,1,6,28
0,1,1,95,1,4,55,1,5,55,1,6,8
0,1,1,95,1,1,83,1,6,15,1,5,33
0,1,4,83,1,1,87,1,6,11,1,5,33
0,1,3,90,1,1,95,1,6,11,1,4,57
0,1,3,88,1,1,95,1,6,8,1,6,34
0,1,4,83,1,1,95,1,4,55,1,5,55
0,1,3,90,1,1,95,1,1,87,1,6,15
0,1,4,78,1,3,90,1,1,95,1,6,8
1,1,3,90,1,4,83,1,1,95,1,4,55
0,1,3,88,1,4,83,1,1,95,1,1,87
0,1,3,90,1,3,90,1,3,90,1,1,95
0,1,3,90,1,4,78,1,3,88,1,1,95
0,1,3,90,1,3,90,1,4,83,1,1,95
1,1,3,90,1,3,88,1,3,90,1,4,83
1,1,3,90,1,3,90,1,3,90,1,4,83
1,1,3,90,1,3,90,1,3,90,1,4,83
1,1,3,90,1,3,90,1,3,88,1,3,90
1,1,1,90,1,3,90,1,3,90,1,4,78
0,1,4,83,1,3,90,1,3,90,1,3,88
0,1,4,80,1,1,90,1,3,90,1,3,90
0,1,4,83,1,4,83,1,3,90,1,3,90
0,1,5,66,1,4,83,1,4,83,1,3,90
0,1,4,83,1,4,83,1,4,80,1,1,90
0,1,1,87,1,5,66,1,4,83,1,4,80
1,1,1,95,1,4,83,1,5,66,1,4,83
0,1,4,83,1,1,95,1,4,83,1,5,66
0,1,4,83,1,4,83,1,1,95,1,4,83
0,1,1,84,1,4,83,1,1,95,1,4,83
0,1,3,93,1,4,83,1,4,83,1,1,95
0,1,4,86,1,1,84,1,4,83,1,1,95
0,1,4,88,1,1,84,1,4,83,1,1,95
0,1,4,86,1,4,88,1,3,93,1,4,83
0,1,4,86,1,4,88,1,4,88,1,1,84
0,1,1,85,1,4,86,1,4,88,1,3,93
0,2,3,72,1,4,86,1,4,88,1,3,93
0,3,3,61,1,4,86,1,4,88,1,4,86
0,2,2,44,1,4,86,1,4,88,1,4,88
0,2,4,37,1,1,85,1,4,86,1,4,88
0,1,4,68,2,3,72,1,4,86,1,4,88

0,1,4,78,1,6,27,1,1,95,1,6,14
0,1,4,68,1,6,19,1,6,33,1,4,75
1,1,1,89,1,2,78,1,6,27,1,4,60
1,1,1,87,1,3,76,1,6,17,1,1,95
1,1,1,95,1,4,78,1,6,27,1,6,33
1,1,1,95,1,4,68,1,2,78,1,2,82
1,1,1,95,1,1,89,1,3,76,1,6,17
1,1,1,95,1,1,87,1,6,35,1,6,27
1,1,1,95,1,1,95,1,4,78,1,6,19
0,1,5,66,1,1,95,1,4,68,1,2,78
0,1,4,82,1,1,95,1,1,87,1,3,76
0,1,1,86,1,1,95,1,1,87,1,6,35
0,1,3,86,1,1,95,1,1,95,1,4,78
0,1,1,90,1,1,95,1,1,95,1,4,68
0,1,2,92,1,4,82,1,1,95,1,1,87
0,1,1,94,1,1,86,1,1,95,1,1,95
0,1,2,94,1,1,90,1,5,66,1,1,95
0,1,3,91,1,2,92,1,4,82,1,1,95
0,1,2,94,1,1,94,1,3,86,1,1,95
0,1,4,83,1,3,91,1,2,92,1,1,86
1,1,1,84,1,2,94,1,1,94,1,1,90
1,1,1,87,1,2,94,1,2,94,1,1,90
1,1,1,95,1,4,83,1,3,91,1,2,92
1,1,1,95,1,4,83,1,3,91,1,1,94
0,1,2,94,1,1,87,1,2,94,1,2,94
0,1,1,94,1,1,95,1,4,83,1,3,91
0,1,1,94,1,1,95,1,1,84,1,2,94
0,1,4,83,1,2,94,1,1,87,1,2,94
0,1,3,86,1,1,94,1,1,95,1,4,83
0,1,2,92,1,1,94,1,1,95,1,1,84
0,1,2,94,1,4,83,1,1,94,1,1,95
0,1,3,91,1,2,92,1,4,83,1,2,94
0,1,4,83,1,2,94,1,2,92,1,1,94
0,1,4,80,1,3,91,1,2,94,1,4,83
0,1,4,87,1,3,91,1,2,94,1,3,86
0,1,2,89,1,3,91,1,2,94,1,3,86
0,1,4,82,1,4,83,1,2,94,1,2,92
1,1,1,89,1,4,83,1,3,91,1,2,92
1,1,1,89,1,4,80,1,3,91,1,2,94
1,1,2,96,1,4,82,1,4,83,1,3,91
1,1,2,96,1,1,89,1,4,80,1,3,91
0,1,4,89,1,1,89,1,2,89,1,4,83
0,1,4,82,1,2,96,1,1,89,1,4,80
0,1,4,88,1,2,96,1,1,89,1,4,87
0,1,5,63,1,4,89,1,1,89,1,4,82
0,2,4,58,1,4,89,1,2,96,1,1,89
0,2,1,75,1,4,82,1,2,96,1,1,89
0,3,3,65,1,4,88,1,2,96,1,1,89
0,3,4,65,1,4,88,1,4,89,1,1,89
0,1,4,29,1,5,63,1,4,89,1,2,96
0,1,1,48,2,4,58,1,4,82,1,2,96
0,1,4,82,2,1,75,1,4,88,1,2,96

0,1,3,74,1,6,27,1,6,22,1,6,16
0,1,1,90,1,6,19,1,6,34,1,6,16
0,1,2,92,1,6,8,1,6,12,1,6,8
0,1,5,69,1,6,16,1,6,27,1,6,22
0,1,4,83,1,3,74,1,6,31,1,6,22
0,1,1,86,1,3,74,1,6,19,1,6,34
0,1,4,80,1,1,90,1,6,8,1,6,22
0,1,2,89,1,2,92,1,6,16,1,6,27
0,1,1,91,1,5,69,1,3,74,1,6,31
0,1,4,84,1,4,83,1,3,74,1,6,19
1,1,1,84,1,4,80,1,1,90,1,6,8
1,1,1,87,1,4,80,1,2,92,1,6,16
1,1,1,95,1,2,89,1,5,69,1,3,74
1,1,1,95,1,4,84,1,1,86,1,1,90
0,1,5,66,1,1,95,1,1,91,1,4,83
0,1,5,68,1,1,95,1,4,84,1,1,86
0,1,4,67,1,1,95,1,1,84,1,4,80
1,1,4,67,1,1,95,1,1,87,1,2,89
0,1,4,80,1,5,66,1,1,95,1,1,91
0,1,4,87,1,5,68,1,1,95,1,1,84
0,1,4,80,1,4,67,1,1,95,1,1,95
0,1,4,83,1,4,87,1,4,67,1,1,95
0,1,4,87,1,4,87,1,4,67,1,1,95
0,1,4,80,1,4,80,1,4,80,1,5,68
0,1,3,91,1,4,87,1,4,80,1,4,67
0,1,1,90,1,4,87,1,4,80,1,4,80
0,1,2,92,1,4,80,1,4,80,1,4,87
0,1,3,92,1,4,80,1,4,83,1,4,87
0,1,3,92,1,4,80,1,4,87,1,4,80
0,1,3,91,1,2,92,1,4,80,1,4,83
0,1,2,93,1,3,92,1,4,80,1,4,87
0,1,4,84,1,3,92,1,2,92,1,4,80
0,1,3,93,1,2,93,1,3,92,1,3,91
0,1,4,86,1,4,84,1,2,93,1,3,92
0,1,3,93,1,4,86,1,4,84,1,2,93
0,1,4,86,1,3,93,1,4,86,1,4,84
0,1,1,85,1,3,93,1,4,86,1,3,93
0,1,1,85,1,3,93,1,4,86,1,3,93
0,1,2,96,1,3,93,1,4,86,1,3,93
0,1,3,93,1,4,86,1,3,93,1,4,86
0,3,4,34,1,4,86,1,3,93,1,4,86
0,3,4,31,1,1,85,1,3,93,1,4,86
0,1,4,21,1,1,85,1,3,93,1,4,86
0,1,4,23,1,2,96,1,3,93,1,4,86

0,1,4,75,1,5,36,1,6,27,4,6,18
0,1,1,83,1,6,16,1,6,29,1,6,5
1,1,2,90,1,6,16,1,6,14,1,6,9
1,1,1,94,1,6,14,1,5,36,1,6,27
1,1,1,94,1,1,83,1,6,16,1,6,29
0,1,4,83,1,2,90,1,6,16,1,6,14
1,1,1,84,1,1,94,1,6,14,1,5,36
1,1,3,86,1,1,94,1,1,83,1,6,16
0,1,3,92,1,1,94,1,1,83,1,6,16
0,1,1,91,1,4,83,1,2,90,1,6,16
0,1,2,92,1,4,83,1,2,90,1,6,14
0,1,4,86,1,1,84,1,1,94,1,4,75
1,1,1,89,1,3,92,1,1,94,1,1,83
0,1,1,87,1,2,92,1,4,83,1,2,90
1,1,2,94,1,4,86,1,1,84,1,1,94
1,1,1,94,1,4,86,1,3,86,1,1,94
1,1,1,94,1,1,89,1,1,91,1,4,83
0,1,3,91,1,1,87,1,2,92,1,1,84
0,1,3,92,1,2,94,1,4,86,1,1,84
0,1,2,92,1,1,94,1,1,89,1,3,92
1,1,2,94,1,3,92,1,2,94,1,4,86
0,1,3,92,1,3,92,1,1,94,1,4,86
0,1,1,92,1,2,92,1,1,94,1,1,89
1,1,4,83,1,2,94,1,3,92,1,2,94
0,1,4,83,1,1,92,1,2,94,1,3,92
0,1,1,84,1,4,83,1,3,92,1,3,92
0,1,3,86,1,4,83,1,1,92,1,2,92
0,1,2,93,1,4,83,1,1,92,1,2,92
0,1,2,93,1,4,83,1,1,92,1,2,94
0,1,3,91,1,1,84,1,4,83,1,3,92
1,1,4,83,1,2,93,1,4,83,1,1,92
1,1,2,89,1,2,93,1,4,83,1,4,83
1,1,1,91,1,3,91,1,1,84,1,4,83
1,1,1,91,1,3,91,1,3,86,1,4,83
1,1,1,97,1,3,91,1,2,93,1,4,83
0,1,4,86,1,2,89,1,2,93,1,1,84
0,1,4,88,1,1,91,1,3,91,1,3,86
0,1,3,88,1,1,91,1,3,91,1,2,93
0,1,4,81,1,1,97,1,4,83,1,2,93
0,1,5,70,1,4,88,1,1,91,1,3,91
0,1,4,86,1,4,81,1,4,88,1,1,91
0,1,4,86,1,5,70,1,4,81,1,1,97
0,2,2,68,1,5,70,1,4,81,1,4,86
0,2,4,78,1,4,86,1,4,81,1,4,88
0,3,3,66,1,4,86,1,5,70,1,3,88
0,3,4,62,1,4,86,1,5,70,1,4,81













































1,1,1,95,2,1,93,2,1,90,2,6,3
1,1,1,95,2,1,93,2,1,93,2,6,3
1,1,1,95,1,1,87,2,1,93,2,6,3
1,1,1,95,1,1,86,2,1,93,2,6,3
1,1,1,95,1,1,95,2,1,93,2,6,3
1,1,1,95,1,1,95,1,1,87,2,6,3
0,1,1,95,1,1,95,1,1,86,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,1,5,1,1,95,1,1,95,2,6,3
0,1,1,5,1,1,95,1,1,95,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,1,95,1,1,5,1,1,95,2,6,3
0,1,1,95,1,1,5,1,1,95,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,1,95,1,1,95,1,1,5,2,6,3
0,1,1,95,1,1,95,1,1,5,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,1,95,1,1,95,1,1,95,2,6,3
0,1,4,83,1,1,95,1,1,95,2,6,3
0,1,1,84,1,1,95,1,1,95,2,6,3
0,1,1,87,1,1,95,1,1,95,2,6,3
0,1,2,94,1,1,95,1,1,95,2,6,3
0,1,1,94,1,4,83,1,1,95,2,6,3
0,1,1,94,1,1,84,1,1,95,2,6,3
1,1,1,95,1,1,87,1,1,95,2,6,3
1,1,1,95,1,2,94,1,4,83,2,6,3
1,1,1,95,1,1,94,1,1,84,2,6,3
1,1,1,95,1,1,94,1,1,87,2,6,3
0,1,1,95,1,1,95,1,2,94,2,6,3
0,1,2,94,1,1,95,1,1,94,2,6,3
0,1,3,92,1,1,95,1,1,94,2,6,3
0,1,2,93,1,1,95,1,1,95,2,6,3
0,1,1,92,1,1,95,1,1,95,2,6,3
0,1,1,94,1,2,94,1,1,95,2,6,3
0,1,1,95,1,3,92,1,1,95,2,6,3
0,1,6,37,1,1,92,1,1,95,2,6,3
0,1,1,77,1,1,92,1,2,94,2,6,3
0,1,1,74,1,1,94,1,2,94,2,6,3
0,1,1,95,1,1,95,1,3,92,2,6,3
0,1,2,94,1,6,37,1,2,93,2,6,3
0,1,1,94,1,6,37,1,1,92,2,6,3
0,1,1,94,1,1,77,1,1,92,2,6,3
0,1,2,94,1,1,74,1,1,94,2,6,3
0,1,1,96,1,1,95,1,1,95,2,6,3
0,1,1,95,1,2,94,1,6,37,2,6,3
0,1,2,96,1,1,94,1,6,37,2,6,3


0,1,2,78,6,6,1,2,6,1,6,3,9
0,1,2,81,6,6,1,2,6,1,6,1,18
1,1,1,93,1,6,3,3,6,31,6,4,8
1,1,1,94,1,6,0,2,1,55,3,6,6
1,1,2,94,1,6,1,2,6,13,1,6,1
1,1,1,94,1,2,78,6,6,1,2,6,1
1,1,1,94,1,2,81,6,6,1,2,6,1
1,1,1,95,1,1,93,1,6,3,3,6,31
1,1,1,95,1,1,94,1,6,0,2,1,55
0,1,4,83,1,2,94,1,6,1,2,6,13
1,1,2,89,1,1,94,1,2,81,6,6,1
1,1,1,91,1,1,95,1,1,93,1,6,3
0,1,4,84,1,1,95,1,2,94,1,6,1
0,1,1,84,1,4,83,1,1,94,1,2,78
0,1,4,80,1,2,89,1,1,95,1,1,93
0,1,1,84,1,1,91,1,1,95,1,1,94
1,1,1,87,1,4,84,1,4,83,1,1,94
1,1,3,91,1,1,84,1,2,89,1,1,94
0,2,2,73,1,4,80,1,1,91,1,1,95
0,1,4,56,1,1,84,1,4,84,1,4,83
0,1,1,82,1,1,87,1,1,84,1,2,89
0,1,4,80,1,3,91,1,4,80,1,1,91
0,1,1,84,2,2,73,1,1,84,1,4,84
0,1,4,80,1,4,56,1,1,87,1,1,84
0,1,3,90,1,1,82,1,3,91,1,4,80
0,1,2,91,1,4,80,2,2,73,1,1,84
0,1,2,93,1,1,84,1,4,56,1,1,87
0,1,1,93,1,4,80,1,1,82,1,3,91
0,1,5,68,1,3,90,1,4,80,2,2,73
0,1,5,68,1,2,91,1,1,84,1,4,56
0,1,4,67,1,2,93,1,4,80,1,1,82
0,1,1,86,1,1,93,1,3,90,1,4,80
0,1,4,80,1,5,68,1,2,91,1,1,84
0,1,4,87,1,5,68,1,2,93,1,4,80
0,1,3,88,1,4,67,1,1,93,1,3,90
0,1,4,81,1,1,86,1,5,68,1,2,91
0,1,1,89,1,4,80,1,5,68,1,2,93
0,1,3,89,1,4,87,1,4,67,1,1,93
0,1,1,93,1,3,88,1,1,86,1,5,68
0,1,2,94,1,4,81,1,4,80,1,5,68
0,1,4,89,1,1,89,1,4,87,1,4,67
0,1,4,88,1,3,89,1,3,88,1,1,86
0,1,4,77,1,1,93,1,4,81,1,4,80
0,2,1,70,1,2,94,1,1,89,1,4,87

0,1,2,62,2,3,53,2,5,18,2,6,9
0,1,1,82,2,2,59,2,6,3,2,4,26
0,1,1,94,1,6,14,2,6,4,2,6,17
1,1,1,95,2,6,14,2,3,37,1,6,4
1,1,1,95,1,6,3,2,4,23,1,6,10
1,1,1,95,1,2,62,2,3,53,2,5,18
0,1,2,94,1,1,82,2,2,59,2,6,3
1,1,1,94,1,1,94,1,6,14,2,6,4
1,1,1,94,1,1,95,2,6,14,2,4,23
1,1,1,95,1,1,95,1,2,62,2,3,53
0,1,2,94,1,2,94,1,1,82,1,6,14
0,1,1,94,1,1,94,1,1,95,2,6,14
0,1,1,94,1,1,94,1,1,95,1,6,3
0,1,1,95,1,1,95,1,2,94,1,1,82
0,1,1,95,1,2,94,1,1,94,1,1,94
0,1,1,95,1,1,94,1,1,94,1,1,95
1,1,1,95,1,1,94,1,1,94,1,1,95
1,1,1,95,1,1,94,1,1,95,1,1,95
1,1,1,95,1,1,95,1,1,95,1,2,94
0,1,2,94,1,1,95,1,2,94,1,1,94
0,1,1,94,1,1,95,1,1,94,1,1,94
0,1,1,94,1,1,95,1,1,94,1,1,94
0,1,2,94,1,1,95,1,1,94,1,1,95
0,1,1,91,1,1,94,1,1,95,1,1,94
0,1,1,91,1,1,94,1,1,95,1,1,94
0,1,1,95,1,2,94,1,1,95,1,1,94
0,1,1,95,1,3,5,1,1,95,1,1,95
0,1,2,94,1,3,5,1,2,94,1,1,95
0,1,1,94,1,1,91,1,1,94,1,1,95
0,1,1,94,1,1,95,1,2,94,1,1,95
0,1,1,95,1,1,95,1,3,5,1,2,94
0,1,1,95,1,2,94,1,1,91,1,1,94
0,1,1,95,1,1,94,1,1,95,1,2,94
0,1,1,95,1,1,94,1,1,95,1,3,5
0,1,1,95,1,1,95,1,2,94,1,3,5
0,1,1,95,1,1,95,1,1,94,1,1,91
0,1,1,95,1,1,95,1,1,94,1,1,95
0,1,1,95,1,1,95,1,1,95,1,1,95
0,1,1,95,1,1,95,1,1,95,1,2,94
0,1,1,95,1,1,95,1,1,95,1,1,94
0,1,3,91,1,1,95,1,1,95,1,1,94
0,1,1,90,1,1,95,1,1,95,1,1,95
0,1,2,92,1,1,95,1,1,95,1,1,95
0,1,1,91,1,1,90,1,1,95,1,1,95
0,1,1,91,1,2,92,1,1,95,1,1,95
0,1,1,95,1,3,92,1,3,91,1,1,95
0,1,1,95,1,1,92,1,1,90,1,1,95
0,1,1,95,1,1,91,1,2,92,1,1,95
0,1,1,95,1,1,91,1,3,92,1,1,95
0,1,1,95,1,1,95,1,1,92,1,3,91
0,1,1,95,1,1,95,1,1,91,1,1,90
0,1,1,95,1,1,95,1,1,91,1,2,92
0,1,1,95,1,1,95,1,1,95,1,3,92
0,1,1,95,1,1,95,1,1,95,1,1,92
0,1,1,95,1,1,95,1,1,95,1,1,91
0,1,2,96,1,1,95,1,1,95,1,1,95
0,1,1,96,1,1,95,1,1,95,1,1,95
0,1,1,95,1,1,95,1,1,95,1,1,95
0,1,1,97,1,1,95,1,1,95,1,1,95
0,1,1,97,1,2,96,1,1,95,1,1,95
0,1,2,96,1,1,96,1,1,95,1,1,95
0,1,1,96,1,1,95,1,1,95,1,1,95

0,1,3,67,2,6,11,6,4,4,6,4,13
0,1,4,32,1,5,13,3,6,5,6,4,23
0,1,2,91,2,6,3,2,6,6,6,4,7
0,1,3,87,2,4,31,2,6,1,6,4,8
0,1,2,93,2,6,5,2,6,11,6,4,7
0,1,1,92,1,3,67,2,6,11,6,4,4
0,1,1,94,1,4,32,1,5,13,3,6,5
1,1,1,95,1,2,91,2,6,3,2,6,6
