real,brigthness0,motion0,sleep0,brigthness1,motion1,sleep1,brigthness2,motion2,sleep2,brigthness3,motion3,sleep3
0,1,1,95,1,3,87,2,4,31,2,6,1
1,1,1,95,1,1,92,1,3,67,2,6,11
0,1,2,94,1,1,94,1,4,32,1,5,13
0,1,2,95,1,1,95,1,3,87,2,4,31
0,1,1,93,1,1,95,1,2,93,2,6,5
0,1,2,94,1,1,95,1,1,94,1,4,32
0,1,2,95,1,2,94,1,1,95,1,2,91
0,1,1,93,1,2,95,1,1,95,1,3,87
0,1,2,94,1,2,95,1,1,95,1,2,93
0,1,3,92,1,1,93,1,1,95,1,1,92
0,1,3,5,1,2,94,1,1,95,1,1,94
0,1,1,5,1,2,95,1,2,94,1,1,95
0,1,1,91,1,1,93,1,2,95,1,1,95
1,1,1,95,1,2,94,1,2,95,1,1,95
1,1,1,95,1,3,92,1,1,93,1,1,95
1,1,1,95,1,3,5,1,2,94,1,1,95
1,1,1,95,1,1,5,1,2,95,1,2,94
1,1,1,95,1,1,5,1,2,95,1,2,94
0,1,2,94,1,1,95,1,2,94,1,1,93
0,1,1,94,1,1,95,1,3,5,1,2,94
0,1,1,94,1,1,95,1,1,5,1,2,95
0,1,2,94,1,1,95,1,1,95,1,2,94
0,1,2,95,1,2,94,1,1,95,1,3,92
0,1,1,93,1,1,94,1,1,95,1,3,5
0,1,1,94,1,1,94,1,1,95,1,1,91
0,1,1,95,1,2,94,1,2,94,1,1,95
0,1,1,95,1,2,95,1,1,94,1,1,95
0,1,1,95,1,1,93,1,1,94,1,1,95
0,1,1,95,1,1,94,1,2,94,1,1,95
0,1,4,83,1,1,95,1,2,95,1,2,94
0,1,4,87,1,1,95,1,1,93,1,1,94
0,1,1,89,1,1,95,1,1,94,1,1,94
0,1,1,87,1,1,95,1,1,95,1,2,94
0,1,1,95,1,4,83,1,1,95,1,1,93
0,1,1,95,1,4,87,1,1,95,1,1,94
0,1,2,94,1,1,89,1,1,95,1,1,95
0,1,1,94,1,1,95,1,4,83,1,1,95
0,1,3,91,1,1,95,1,4,87,1,1,95
0,1,3,90,1,2,94,1,1,87,1,4,83
0,1,2,91,1,1,94,1,1,95,1,4,87
0,1,1,92,1,3,91,1,1,95,1,1,89
0,1,1,94,1,4,87,1,2,94,1,1,87
0,1,1,95,1,3,90,1,1,94,1,1,95
0,1,1,95,1,2,91,1,3,91,1,1,95
0,1,3,93,1,1,92,1,4,87,1,2,94
0,1,1,93,1,1,94,1,3,90,1,1,94
0,1,2,95,1,1,95,1,1,92,1,4,87
0,1,3,93,1,3,93,1,1,94,1,3,90
0,1,1,93,1,1,93,1,1,95,1,2,91

0,2,2,67,5,6,16,2,6,13,2,5,36
1,2,2,72,2,6,10,2,6,13,2,5,5
1,2,1,90,2,6,1,2,6,14,2,2,5
1,2,1,90,2,6,1,2,6,14,2,6,22
1,1,1,93,2,6,1,2,6,22,2,6,32
1,1,1,93,2,6,21,3,6,10,2,6,13
1,1,1,5,2,2,67,5,6,16,2,6,13
1,1,1,5,2,2,72,2,6,10,2,6,14
1,1,1,95,2,1,90,2,6,1,2,6,14
1,1,1,95,1,1,93,2,6,1,2,6,22
1,1,1,95,1,1,93,2,6,21,3,6,10
1,1,1,95,1,1,5,2,2,67,5,6,16
1,1,1,95,1,1,5,2,2,72,2,6,10
1,1,1,95,1,1,95,2,1,90,2,6,1
0,1,1,95,1,1,95,1,1,93,2,2,67
0,1,1,95,1,1,95,1,1,5,2,2,72
0,1,1,95,1,1,95,1,1,95,2,1,90
1,1,1,95,1,1,95,1,1,95,1,1,93
1,1,1,95,1,1,95,1,1,95,1,1,5
1,1,1,95,1,1,95,1,1,95,1,1,5
0,1,2,89,1,1,95,1,1,95,1,1,95
0,1,1,91,1,1,95,1,1,95,1,1,95
0,1,3,91,1,1,95,1,1,95,1,1,95
0,1,4,87,1,4,83,1,1,95,1,1,95
0,1,3,90,1,2,89,1,1,95,1,1,95
0,1,1,90,1,1,91,1,1,95,1,1,95
0,1,3,90,1,3,91,1,4,83,1,1,95
0,1,2,93,1,4,87,1,2,89,1,1,95
0,1,3,90,1,3,90,1,1,91,1,1,95
0,1,1,92,1,1,90,1,3,91,1,4,83
0,1,2,92,1,3,90,1,4,87,1,4,83
0,1,4,85,1,3,90,1,1,90,1,1,91
0,1,3,88,1,1,92,1,3,90,1,3,91
0,1,3,88,1,2,92,1,2,93,1,4,87
0,1,1,91,1,4,86,1,3,90,1,3,90
0,1,1,91,1,4,85,1,1,92,1,1,90
0,1,1,95,1,3,88,1,2,92,1,3,90
0,1,1,95,1,3,88,1,4,86,1,2,93
0,1,3,91,1,1,91,1,4,85,1,3,90
0,1,1,90,1,1,91,1,3,88,1,2,92
0,1,2,94,1,1,95,1,3,88,1,4,86
0,1,1,96,1,1,95,1,1,91,1,4,85
0,1,2,96,1,3,91,1,1,91,1,3,88
0,1,1,96,1,1,90,1,1,95,1,3,88
0,1,3,93,1,2,94,1,1,95,1,1,91
0,1,3,94,1,1,96,1,3,91,1,1,91
0,1,3,92,1,2,96,1,1,90,1,1,95
0,1,1,92,1,1,96,1,2,94,1,1,95
0,1,1,92,1,3,93,1,2,94,1,1,95
0,2,1,5,1,3,94,1,2,96,1,3,91
0,2,1,83,1,3,92,1,2,96,1,1,90

0,2,2,82,2,6,0,6,5,24,6,1,9
1,2,1,71,2,5,2,6,6,2,6,2,11
1,2,2,90,2,6,10,4,6,0,6,1,22
1,2,1,91,2,4,43,5,6,0,3,6,12
1,2,1,90,2,6,15,3,6,0,6,4,3
1,2,1,93,2,2,82,2,6,0,6,5,24
1,2,1,93,2,1,71,2,5,2,6,6,2
1,2,2,91,2,1,91,2,4,43,3,6,0
0,2,1,91,2,1,93,2,2,82,2,6,0
0,2,1,90,2,1,93,2,1,71,2,5,2
0,2,3,84,2,1,93,2,1,91,2,4,43
0,2,3,89,2,2,91,2,1,90,2,6,15
0,2,1,87,2,1,91,2,1,93,2,2,82
0,2,1,87,2,1,90,2,1,93,2,1,71
0,2,1,93,2,1,90,2,1,93,2,2,90
1,2,1,93,2,3,84,2,2,91,2,1,91
1,2,1,93,2,3,89,2,2,91,2,1,90
1,2,1,5,2,1,87,2,1,91,2,1,93
1,2,1,5,2,1,87,2,1,90,2,1,93
1,2,2,91,2,1,93,2,1,90,2,1,93
0,2,1,91,2,1,93,2,3,84,2,2,91
0,2,3,84,2,1,93,2,3,89,2,2,91
0,2,1,87,2,1,5,2,1,87,2,1,91
0,2,3,83,2,1,5,2,1,87,2,1,90
0,2,1,87,2,1,91,2,1,93,2,3,84
0,2,1,85,2,3,84,2,1,93,2,3,89
0,2,1,93,2,1,87,2,1,5,2,1,87
0,2,1,93,2,3,83,2,2,91,2,1,93
0,1,1,93,2,1,85,2,3,84,2,1,93
0,1,4,87,2,1,93,2,3,83,2,2,91
0,1,4,76,1,1,93,2,1,85,2,1,87
0,1,1,89,1,3,79,2,1,93,2,3,83
0,1,2,90,1,4,87,2,1,93,2,1,87
0,1,1,94,1,4,80,1,1,93,2,1,85
0,1,3,91,1,4,76,1,3,79,2,1,93
0,1,1,90,1,1,89,1,4,87,2,1,93
0,1,2,92,1,2,90,1,4,80,1,1,93
0,1,2,95,1,1,94,1,4,76,1,3,79
0,1,1,93,1,3,91,1,1,89,1,4,87
0,1,1,95,1,2,92,1,2,90,1,4,80
0,1,1,95,1,2,95,1,1,94,1,4,76
0,1,1,95,1,1,93,1,3,91,1,1,89
0,1,1,95,1,1,93,1,1,90,1,2,90
0,1,1,95,1,1,95,1,2,92,1,1,94
0,1,4,83,1,1,95,1,2,95,1,3,91
0,1,1,84,1,1,95,1,1,93,1,1,90
0,1,1,87,1,1,95,1,1,95,1,2,92
0,1,1,95,1,1,95,1,1,95,1,2,95
0,1,1,95,1,4,83,1,1,95,1,1,93
0,1,1,95,1,1,84,1,1,95,1,1,95
0,1,1,97,1,1,87,1,1,95,1,1,95
0,1,1,97,1,1,95,1,4,83,1,1,95
0,1,3,91,1,1,95,1,1,87,1,1,95
0,1,1,89,1,1,97,1,1,95,1,4,83
0,1,1,93,1,1,97,1,1,95,1,1,84

0,2,1,55,2,4,45,2,5,2,6,4,5
0,2,1,58,2,4,62,2,6,7,6,6,1
0,2,1,60,2,6,9,2,6,5,6,6,2
1,2,1,93,2,6,7,2,6,4,3,6,1
1,2,1,93,2,1,55,2,4,45,2,5,2
1,2,1,93,2,6,21,2,4,55,2,6,3
1,2,1,93,2,1,58,2,4,62,2,6,7
1,2,1,93,2,1,60,2,6,9,2,6,5
1,2,1,93,2,1,93,2,6,7,2,6,4
0,2,4,74,2,1,93,2,1,55,2,4,45
0,2,1,80,2,1,93,2,1,58,2,4,62
0,2,2,82,2,1,93,2,1,60,2,6,9
1,2,1,91,2,1,93,2,1,93,2,1,55
1,2,2,90,2,4,74,2,1,93,2,6,21
0,2,1,91,2,1,80,2,1,93,2,1,58
0,2,1,90,2,2,82,2,1,93,2,1,60
1,1,1,87,2,2,82,2,1,93,2,1,93
0,1,2,85,2,1,91,2,4,74,2,1,93
0,1,2,5,2,2,90,2,4,74,2,1,93
0,1,1,5,2,1,91,2,1,80,2,1,93
0,2,1,90,2,1,90,2,2,82,2,1,93
0,1,1,87,1,1,87,2,2,82,2,1,93
0,1,1,86,1,2,85,2,1,91,2,4,74
0,1,2,94,1,2,5,2,2,90,2,4,74
0,1,1,94,1,1,5,2,1,91,2,1,80
0,1,1,94,2,1,90,2,1,90,2,2,82
0,1,1,95,1,1,86,1,2,85,2,1,91
0,1,1,95,1,2,94,1,2,5,2,2,90
0,1,1,95,1,1,94,2,1,90,2,1,90
0,1,1,95,1,1,94,1,1,87,1,1,87
0,1,3,91,1,1,95,1,2,94,1,2,5
0,1,3,92,1,1,95,1,1,94,1,1,5
0,1,1,91,1,1,95,1,1,94,1,1,87
0,1,4,83,1,1,95,1,1,95,1,1,86
0,2,2,60,1,3,92,1,1,95,1,1,94
0,2,1,71,1,1,91,1,1,95,1,1,94
0,2,1,90,1,4,83,1,1,95,1,1,95
0,2,1,93,1,6,23,1,3,91,1,1,95
0,2,2,91,2,6,20,1,3,92,1,1,95
0,2,3,87,2,2,60,1,3,92,1,1,95
0,2,1,88,2,1,71,1,1,91,1,1,95
0,2,1,85,2,1,90,1,4,83,1,1,95
0,2,1,93,2,1,93,1,6,23,1,3,91
0,2,1,93,2,2,91,2,6,20,1,3,92
0,2,1,93,2,1,88,2,1,71,1,1,91
0,2,1,93,2,1,85,2,1,90,1,4,83
0,2,1,93,2,1,93,2,2,91,2,6,20
0,2,1,93,2,1,93,2,3,87,2,2,60
0,2,1,93,2,1,93,2,1,85,2,1,90
0,2,1,93,2,1,93,2,1,93,2,1,93
0,2,1,93,2,1,93,2,1,93,2,2,91
0,2,3,84,2,1,93,2,1,93,2,1,88
0,2,1,87,2,1,93,2,1,93,2,1,85
0,2,1,85,2,1,93,2,1,93,2,1,93
0,2,2,91,2,1,93,2,1,93,2,1,93
0,2,1,93,2,3,84,2,1,93,2,1,93
0,2,1,92,2,1,87,2,1,93,2,1,93
0,2,1,94,2,1,85,2,1,93,2,1,93
0,2,1,94,2,2,91,2,3,84,2,1,93
0,2,3,87,2,1,93,2,1,87,2,1,93
0,1,2,85,2,1,92,2,1,85,2,1,93

0,1,3,83,2,6,22,2,6,6,6,1,18
0,1,2,82,2,6,10,2,6,12,4,6,8
1,1,2,93,1,6,19,2,6,6,2,6,7
1,1,1,93,1,4,31,2,5,29,2,6,5
1,1,2,5,1,6,20,2,6,24,2,6,1
1,1,2,5,1,3,83,2,6,22,2,6,6
1,1,1,93,1,2,82,2,6,10,2,6,12
1,1,1,94,1,2,93,1,6,19,2,6,6
1,1,1,95,1,1,93,1,4,31,2,5,29
1,1,3,91,1,2,5,1,6,20,2,6,33
0,1,1,90,1,1,93,1,2,82,2,6,10
0,1,2,92,1,1,94,1,2,93,1,6,19
0,1,1,94,1,1,95,1,2,5,1,6,20
0,1,2,94,1,3,91,1,2,5,1,3,83
0,1,1,94,1,1,90,1,1,94,1,2,93
0,1,1,94,1,2,92,1,1,95,1,1,93
0,1,1,95,1,1,94,1,3,91,1,2,5
0,1,2,94,1,2,94,1,1,90,1,1,93
0,1,1,94,1,1,94,1,2,92,1,1,95
0,1,1,94,1,1,94,1,1,94,1,3,91
0,1,2,94,1,1,95,1,2,94,1,1,90
0,1,2,95,1,2,94,1,1,94,1,2,92
0,1,1,93,1,1,94,1,1,94,1,1,94
0,1,2,94,1,1,94,1,1,95,1,2,94
0,1,1,94,1,2,94,1,2,94,1,1,94
0,1,1,94,1,2,95,1,1,94,1,1,94
0,1,1,95,1,1,93,1,1,94,1,1,95
0,1,1,95,1,1,94,1,2,94,1,2,94
0,1,2,94,1,1,94,1,2,95,1,1,94
0,1,1,94,1,1,95,1,1,93,1,1,94
0,1,1,94,1,1,95,1,2,94,1,2,94
0,1,1,95,1,1,95,1,1,94,1,2,95
0,1,2,94,1,2,94,1,1,94,1,1,93
0,1,4,86,1,1,94,1,1,95,1,2,94
0,1,3,90,1,1,94,1,1,95,1,1,94
0,1,1,90,1,1,95,1,2,94,1,1,94
0,1,1,91,1,2,94,1,1,94,1,1,95
0,1,3,91,1,4,86,1,1,94,1,1,95
0,1,2,95,1,3,90,1,1,95,1,2,94
0,1,1,94,1,1,90,1,2,94,1,1,94
0,1,1,95,1,1,91,1,4,86,1,1,94
0,1,1,97,1,3,91,1,3,90,1,1,95
0,1,1,97,1,2,95,1,1,90,1,2,94
0,1,1,97,1,1,94,1,1,91,1,4,86
0,1,1,97,1,1,95,1,3,91,1,3,90
0,1,1,97,1,1,97,1,2,95,1,1,90
0,1,1,97,1,1,97,1,1,94,1,1,91

0,1,2,82,1,6,3,2,6,2,2,6,1
1,1,1,92,1,6,16,2,6,33,2,6,1
1,1,1,94,1,6,16,2,6,24,2,6,12
1,1,1,95,1,6,16,2,6,6,2,6,26
1,1,1,95,1,3,69,1,6,4,1,6,3
1,1,1,95,1,2,82,1,6,3,2,6,2
1,1,1,95,1,1,92,1,6,16,2,6,33
1,1,1,95,1,1,94,1,6,16,2,6,24
1,1,1,95,1,1,95,1,6,16,2,6,6
0,1,1,95,1,1,95,1,3,69,1,6,4
0,1,1,95,1,1,95,1,2,82,1,6,3
0,1,1,95,1,1,95,1,1,92,1,6,16
1,1,2,94,1,1,95,1,1,94,1,6,16
1,1,1,94,1,1,95,1,1,95,1,6,16
1,1,1,94,1,1,95,1,1,95,1,3,69
1,1,1,95,1,1,95,1,1,95,1,2,82
1,1,1,95,1,1,95,1,1,95,1,1,92
0,1,1,5,1,2,94,1,1,95,1,1,94
0,1,1,5,1,1,94,1,1,95,1,1,95
0,1,1,95,1,1,94,1,1,95,1,1,95
0,1,1,95,1,1,95,1,1,95,1,1,95
0,1,1,95,1,1,95,1,1,95,1,1,95
0,1,1,95,1,1,5,1,2,94,1,1,95
0,1,2,94,1,1,5,1,1,94,1,1,95
0,1,1,94,1,1,95,1,1,95,1,1,95
0,1,1,94,1,1,95,1,1,95,1,1,95
0,1,1,95,1,1,95,1,1,5,1,1,94
0,1,1,95,1,2,94,1,1,95,1,1,94
0,1,2,94,1,1,94,1,1,95,1,1,95
0,1,2,94,1,1,94,1,1,95,1,1,95
0,1,1,94,1,1,95,1,1,95,1,1,5
0,1,1,95,1,1,95,1,2,94,1,1,95
0,1,1,95,1,2,94,1,1,94,1,1,95
0,1,2,94,1,1,95,1,1,95,1,2,94
0,1,1,94,1,1,95,1,1,95,1,1,94
0,1,1,94,1,1,95,1,1,95,1,1,95
0,1,1,95,1,1,95,1,1,95,1,1,95
0,1,1,95,1,2,94,1,1,95,1,1,95
0,1,1,95,1,1,94,1,1,95,1,1,95
0,1,1,95,1,1,94,1,1,95,1,1,95
0,1,1,95,1,1,95,1,2,94,1,1,95
0,1,1,95,1,1,95,1,1,94,1,1,95
0,1,1,95,1,1,95,1,1,94,1,1,95
0,1,1,95,1,1,95,1,1,95,1,2,94
0,1,1,87,1,1,95,1,1,95,1,1,94
0,1,1,86,1,1,95,1,1,95,1,1,94
0,1,1,97,1,1,95,1,1,95,1,1,95
0,1,1,97,1,1,95,1,1,95,1,1,95
0,1,2,96,1,1,87,1,1,95,1,1,95
0,1,1,96,1,1,86,1,1,95,1,1,95
0,1,1,95,1,1,97,1,1,95,1,1,95
0,1,1,97,1,1,97,1,1,87,1,1,95
0,1,1,97,1,2,96,1,1,86,1,1,95
0,1,1,97,1,1,96,1,1,97,1,1,95
0,1,1,97,1,1,95,1,1,97,1,1,87
0,1,1,97,1,1,97,1,2,96,1,1,86
0,1,1,97,1,1,97,1,1,96,1,1,97
0,1,1,97,1,1,97,1,1,95,1,1,97
0,1,1,97,1,1,97,1,1,97,1,2,96
0,2,1,78,1,1,97,1,1,97,1,1,96
0,2,2,89,1,1,97,1,1,97,1,1,95

0,2,3,84,1,6,5,6,3,4,6,6,5
0,2,1,88,2,6,1,6,1,27,6,6,8
1,2,1,85,2,6,6,6,1,22,6,6,2
1,2,1,93,2,3,65,6,1,29,6,6,7
1,2,1,93,2,2,74,6,1,49,6,6,7
1,2,1,93,2,3,84,1,6,5,6,3,4
1,2,2,91,2,1,88,2,6,1,6,1,27
0,2,1,5,2,1,85,2,6,6,6,1,22
0,2,1,5,2,1,93,2,3,65,6,1,29
0,2,1,93,2,1,93,2,2,74,6,1,49
0,2,1,93,2,1,93,2,3,84,1,6,5
0,2,1,93,2,2,91,2,1,88,2,6,1
0,2,1,93,2,1,5,2,1,85,2,6,6
1,2,1,93,2,1,5,2,1,93,2,3,65
1,2,1,93,2,1,93,2,1,93,2,3,84
1,2,1,93,2,1,93,2,2,91,2,1,88
0,2,3,84,2,1,93,2,1,5,2,1,93
0,2,4,82,2,1,93,2,1,93,2,1,93
0,2,2,87,2,1,93,2,1,93,2,2,91
0,2,4,75,2,3,84,2,1,93,2,1,5
0,2,3,86,2,4,82,2,1,93,2,1,93
0,2,4,72,2,2,87,2,1,93,2,1,93
0,2,1,85,2,2,87,2,1,93,2,1,93
0,2,4,72,2,4,75,2,3,84,2,1,93
0,2,2,85,2,3,86,2,4,82,2,1,93
0,2,1,85,2,4,72,2,2,87,2,1,93
0,2,4,75,2,1,85,2,4,75,2,3,84
0,2,3,86,2,4,72,2,3,86,2,4,82
0,2,3,81,2,2,85,2,4,72,2,2,87
0,2,4,78,2,1,85,2,1,85,2,4,75
0,2,4,76,2,4,75,2,4,72,2,3,86
0,2,3,83,2,3,86,2,2,85,2,4,72
0,2,3,81,2,3,81,2,1,85,2,1,85
0,2,1,87,2,4,78,2,4,75,2,4,72
0,2,5,55,2,4,76,2,3,86,2,2,85
0,2,2,77,2,3,83,2,3,81,2,1,85
0,2,1,80,2,3,81,2,4,78,2,4,75
0,2,1,90,2,1,87,2,4,76,2,3,86
0,2,1,93,2,5,55,2,3,83,2,3,81
0,2,3,84,2,2,77,2,3,81,2,4,78
0,2,3,89,2,1,80,2,1,87,2,4,76
0,2,4,78,2,1,90,2,5,55,2,3,83
0,2,1,83,2,1,93,2,2,77,2,3,81
0,2,2,84,2,3,84,2,1,80,2,1,87
0,2,3,89,2,3,89,2,1,90,2,5,55
0,2,3,89,2,4,78,2,1,93,2,2,77
0,2,1,86,2,1,83,2,3,84,2,1,80
0,2,2,88,2,2,84,2,3,89,2,1,90
0,2,3,89,2,3,89,2,4,78,2,1,93
0,2,1,89,2,3,89,2,1,83,2,1,93
0,2,3,85,2,1,86,2,1,83,2,3,84
0,2,1,5,2,1,86,2,2,84,2,3,89
0,2,1,5,2,2,88,2,3,89,2,3,89
0,1,3,82,2,3,89,2,3,89,2,4,78
0,1,3,83,2,3,89,2,3,89,2,1,83

0,1,2,76,1,2,63,2,6,5,2,6,4
0,1,3,92,2,1,73,1,6,3,2,6,4
0,1,2,93,2,6,12,1,6,8,2,6,8
0,1,1,92,1,6,8,2,6,6,2,6,12
0,1,1,94,1,6,6,2,6,27,2,6,38
0,1,1,95,1,2,76,1,2,63,2,6,5
1,1,1,95,1,3,92,2,1,73,1,6,3
1,1,1,95,1,2,93,2,6,12,1,6,8
1,1,1,5,1,1,92,1,6,8,2,6,6
1,1,1,5,1,1,94,1,6,6,2,6,27
1,1,3,91,1,1,95,1,2,76,1,2,63
1,1,2,93,1,1,95,1,3,92,2,1,73
0,1,2,93,1,1,95,1,2,93,2,6,12
0,1,1,93,1,1,5,1,1,92,1,6,8
0,1,1,94,1,1,5,1,1,94,1,6,6
0,1,3,91,1,2,93,1,1,95,1,3,92
0,1,1,90,1,2,93,1,1,95,1,2,93
0,1,1,91,1,1,93,1,1,5,1,1,94
1,1,3,91,1,1,94,1,3,91,1,1,95
0,1,3,90,1,1,90,1,2,93,1,1,95
0,1,1,90,1,1,91,1,1,93,1,1,5
0,1,1,91,1,3,91,1,1,94,1,3,91
0,1,1,95,1,3,91,1,3,91,1,2,93
0,1,2,94,1,3,90,1,1,90,1,1,93
0,1,1,94,1,1,90,1,1,91,1,1,94
0,1,1,94,1,1,91,1,3,91,1,3,91
0,1,1,95,1,1,95,1,3,90,1,1,90
0,1,1,95,1,2,94,1,1,90,1,1,91
1,1,1,95,1,1,94,1,1,91,1,3,91
1,1,1,95,1,1,94,1,1,95,1,3,90
0,1,3,91,1,1,95,1,2,94,1,1,90
0,1,3,92,1,1,95,1,1,94,1,1,91
0,1,1,91,1,1,95,1,1,94,1,1,95
0,1,1,91,1,1,95,1,1,95,1,2,94
0,1,3,91,1,3,91,1,1,95,1,1,94
0,1,1,90,1,3,92,1,1,95,1,1,94
0,1,3,90,1,1,91,1,1,95,1,1,95
0,1,2,93,1,1,91,1,3,91,1,1,95
0,1,1,92,1,3,91,1,3,92,1,1,95
0,1,1,94,1,1,90,1,1,91,1,1,95
0,1,1,95,1,3,90,1,1,91,1,3,91
0,1,4,83,1,2,93,1,3,91,1,3,92
0,1,1,84,1,1,92,1,1,90,1,1,91
0,1,3,89,1,1,94,1,3,90,1,1,91
0,1,2,95,1,1,95,1,2,93,1,3,91
0,1,2,95,1,4,83,1,1,92,1,1,90
0,1,1,95,1,1,84,1,1,94,1,3,90
0,1,1,95,1,3,89,1,1,95,1,2,93
0,1,1,97,1,2,95,1,4,83,1,1,92

0,2,2,72,2,1,60,2,6,33,2,4,17
0,2,2,72,1,5,66,2,6,20,2,2,81
0,2,2,91,5,6,1,2,6,12,1,2,91
0,2,2,91,2,6,4,1,6,16,2,4,79
0,2,3,87,2,6,1,2,1,71,2,5,62
0,2,1,88,2,2,72,2,1,60,2,6,33
0,2,3,83,2,2,72,1,5,66,2,6,20
0,1,4,68,2,2,91,5,6,1,2,6,12
0,1,1,83,2,2,91,2,6,4,1,6,16
0,1,4,80,2,3,87,2,6,1,2,1,71
0,1,1,84,2,1,88,2,2,72,2,1,60
0,1,1,87,2,3,83,2,2,72,1,5,66
0,1,1,95,1,4,68,2,2,91,5,6,1
0,1,1,95,1,1,83,2,2,91,2,6,4
0,1,1,95,1,4,80,2,3,87,2,6,1
0,1,1,95,1,1,84,2,1,88,2,2,72
0,1,1,5,1,1,87,2,3,83,2,2,72
0,1,1,5,1,1,95,1,4,68,2,2,91
0,1,1,95,1,1,95,1,1,83,2,2,91
0,1,1,95,1,1,95,1,4,80,2,3,87
0,1,1,95,1,1,95,1,1,84,2,1,88
0,1,1,95,1,1,5,1,1,87,2,3,83
0,1,1,95,1,1,5,1,1,95,1,4,68
0,1,2,94,1,1,95,1,1,95,1,4,80
0,1,2,95,1,1,95,1,1,95,1,1,84
0,1,1,93,1,1,95,1,1,5,1,1,95
0,2,2,90,1,1,95,1,1,95,1,1,95
0,1,1,94,1,2,94,1,1,95,1,1,95
0,1,1,95,1,1,93,1,1,95,1,1,5
0,1,1,95,2,2,90,1,1,95,1,1,95
0,1,1,95,1,1,94,1,2,94,1,1,95
0,1,1,95,1,1,94,1,2,95,1,1,95
0,1,1,95,1,1,95,1,1,93,1,1,95
0,1,1,95,1,1,95,2,2,90,1,2,94
0,1,1,95,1,1,95,1,1,94,1,2,95
0,1,1,95,1,1,95,1,1,95,1,1,93
0,1,1,95,1,1,95,1,1,95,2,2,90
0,1,1,95,1,1,95,1,1,95,1,1,94
0,1,1,95,1,1,95,1,1,95,1,1,95
0,1,1,95,1,1,95,1,1,95,1,1,95
0,1,1,95,1,1,95,1,1,95,1,1,95
0,2,1,93,1,1,95,1,1,95,1,1,95
0,1,1,95,1,1,95,1,1,95,1,1,95
0,1,1,95,1,1,95,1,1,95,1,1,95
0,1,2,94,1,1,95,1,1,95,1,1,95
0,1,3,92,2,1,93,1,1,95,1,1,95
0,1,1,83,1,1,95,1,1,95,1,1,95
0,1,3,86,1,1,95,1,1,95,1,1,95
0,1,1,90,1,2,94,2,1,93,1,1,95
0,1,3,90,1,3,92,2,1,93,1,1,95
0,1,1,90,1,6,33,1,1,95,1,1,95
0,1,1,91,1,1,83,1,1,95,1,1,95
0,1,1,95,1,3,86,1,1,95,1,1,95
0,1,1,97,1,1,90,1,2,94,2,1,93
0,1,1,97,1,3,90,1,3,92,2,1,93
0,1,3,93,1,1,90,1,6,33,1,1,95
0,1,1,93,1,1,91,1,1,83,1,1,95
0,1,1,93,1,1,95,1,3,86,1,1,95
0,1,1,97,1,1,97,1,1,90,1,2,94
0,1,1,97,1,1,97,1,3,90,1,3,92
0,1,4,86,1,3,93,1,1,90,1,6,33
0,1,1,85,1,1,93,1,1,91,1,1,83
0,1,4,82,1,1,93,1,1,95,1,3,86
0,1,4,88,1,1,97,1,1,97,1,1,90

0,2,2,74,2,4,35,5,4,10,6,6,13
0,2,2,88,2,6,13,2,6,26,6,5,3
1,2,5,60,2,5,18,2,6,15,2,4,3
1,2,2,85,2,6,5,2,5,35,2,1,53
1,2,1,80,2,3,75,2,6,6,5,6,5
1,2,1,90,2,2,74,2,4,35,5,4,10
1,2,1,93,2,2,88,2,6,13,2,6,26
1,2,1,93,2,5,60,2,5,18,2,6,15
1,2,1,93,2,2,85,2,6,5,2,5,35
0,2,2,91,2,1,80,2,3,75,2,6,6
0,2,1,91,2,1,93,2,2,88,2,6,13
0,2,1,90,2,1,93,2,5,60,2,5,18
0,1,5,30,2,2,91,2,1,90,2,2,74
1,1,1,80,2,1,91,2,1,93,2,5,60
1,1,1,82,2,1,90,2,1,93,2,2,85
1,1,1,95,1,6,15,2,1,93,2,1,80
1,1,4,83,1,6,15,2,2,91,2,1,90
0,1,2,89,1,5,30,2,1,91,2,1,93
0,1,1,91,1,1,80,2,1,91,2,1,93
0,1,3,91,1,1,82,2,1,90,2,1,93
0,1,1,90,1,1,95,1,6,15,2,1,93
0,1,3,5,1,4,83,1,6,15,2,2,91
0,1,1,5,1,2,89,1,5,30,2,1,91
0,1,1,91,1,1,91,1,1,80,2,1,91
0,1,1,95,1,3,91,1,1,82,2,1,90
0,1,1,95,1,1,90,1,1,95,1,6,15
0,1,2,94,1,3,5,1,4,83,1,6,15
0,1,1,94,1,1,5,1,2,89,1,5,30
0,1,3,91,1,1,91,1,1,91,1,1,80
0,1,3,92,1,1,95,1,3,91,1,1,82
0,1,1,91,1,2,94,1,3,5,1,4,83
0,1,1,91,1,1,94,1,1,5,1,2,89
0,1,1,95,1,3,91,1,1,95,1,3,91
0,1,3,91,1,3,92,1,1,95,1,1,90
0,1,1,90,1,1,91,1,2,94,1,3,5
0,1,3,90,1,1,91,1,3,91,1,1,91
0,1,6,36,1,1,95,1,3,92,1,1,95
0,1,1,87,1,3,91,1,1,91,1,2,94
0,1,3,81,1,1,90,1,1,91,1,1,94
0,1,1,90,1,1,90,1,1,91,1,3,91
0,1,1,91,1,3,90,1,1,91,1,3,91
0,1,1,95,1,6,36,1,1,95,1,3,92
0,1,1,95,1,1,87,1,3,91,1,1,91
