real,brigthness0,motion0,sleep0,brigthness1,motion1,sleep1,brigthness2,motion2,sleep2,brigthness3,motion3,sleep3,brigthness4,motion4,sleep4,brigthness5,motion5,sleep5,brigthness6,motion6,sleep6,brigthness7,motion7,sleep7,brigthness8,motion8,sleep8,brigthness9,motion9,sleep9,brigthness10,motion10,sleep10,brigthness11,motion11,sleep11,brigthness12,motion12,sleep12,brigthness13,motion13,sleep13,brigthness14,motion14,sleep14,brigthness15,motion15,sleep15,brigthness16,motion16,sleep16,brigthness17,motion17,sleep17,brigthness18,motion18,sleep18,brigthness19,motion19,sleep19,brigthness20,motion20,sleep20,brigthness21,motion21,sleep21,brigthness22,motion22,sleep22,brigthness23,motion23,sleep23
0,1,4,44,1,4,44,1,3,61,1,2,91,3,1,53,2,1,42,3,3,80,3,4,58,2,2,79,2,1,41,2,2,79,2,1,41,1,1,96,3,1,24,1,2,96,3,2,25,1,2,96,3,2,87,1,1,93,3,2,87,1,1,93,2,6,9,1,1,93,1,6,3
1,1,2,91,1,2,91,1,4,44,2,1,42,1,3,61,3,4,58,3,1,53,2,1,41,3,3,80,3,1,24,2,2,79,3,1,24,2,2,79,3,2,25,1,1,96,3,2,87,1,2,96,3,2,87,1,2,96,2,6,9,1,1,93,1,6,3,1,1,93,2,6,2
0,2,1,42,2,1,42,1,2,91,3,4,58,1,4,44,2,1,41,1,3,61,3,1,24,3,1,53,3,1,24,3,3,80,3,2,25,3,3,80,3,2,87,2,2,79,3,2,87,2,2,79,2,6,9,1,1,96,1,6,3,1,2,96,2,6,2,1,2,96,4,6,24
0,3,4,58,3,4,58,2,1,42,2,1,41,1,2,91,3,1,24,1,4,44,3,1,24,1,3,61,3,2,25,3,1,53,3,2,87,3,1,53,3,2,87,3,3,80,2,6,9,2,2,79,1,6,3,2,2,79,2,6,2,1,1,96,4,6,24,1,2,96,4,1,37
0,2,1,41,2,1,41,3,4,58,3,1,24,2,1,42,3,2,25,1,2,91,3,2,87,1,4,44,3,2,87,1,4,44,2,6,9,1,3,61,1,6,3,3,1,53,2,6,2,3,3,80,4,6,24,2,2,79,4,6,24,2,2,79,4,1,37,1,1,96,4,1,22
0,3,1,24,3,1,24,2,1,41,3,2,25,3,4,58,3,2,87,3,4,58,3,2,87,2,1,42,2,6,9,1,2,91,1,6,3,1,4,44,2,6,2,1,3,61,4,6,24,1,3,61,4,1,37,3,1,53,4,1,22,3,3,80,2,6,6,2,2,79,2,6,3
0,3,2,25,3,2,25,3,1,24,3,2,87,2,1,41,3,2,87,3,4,58,2,6,9,3,4,58,1,6,3,2,1,42,2,6,2,1,2,91,4,6,24,1,4,44,4,1,37,1,3,61,4,1,22,1,3,61,2,6,6,3,1,53,2,6,3,3,3,80,5,6,2
0,3,2,87,3,2,87,3,2,25,2,6,9,3,2,25,1,6,3,3,1,24,2,6,2,2,1,41,4,6,24,3,4,58,4,1,37,3,4,58,4,1,22,2,1,42,2,6,6,1,2,91,2,6,3,1,4,44,5,6,2,1,3,61,5,6,2,1,3,61,5,4,3

0,1,1,83,1,1,83,1,6,7,1,1,82,1,5,7,1,1,82,1,6,9,1,1,95,1,6,9,1,1,95,4,6,13,1,1,95,1,6,16,1,1,95,1,6,8,1,1,95,1,6,17,1,1,95,1,6,18,1,1,95,1,6,38,1,1,95,1,4,55,1,1,95
1,1,1,82,1,1,82,1,1,83,1,1,95,1,1,83,1,1,95,1,6,7,1,1,95,1,5,7,1,1,95,1,6,9,1,1,95,1,6,9,1,1,95,4,6,13,1,1,95,1,6,16,1,1,95,1,6,8,1,1,95,1,6,17,1,1,95,1,6,18,1,3,91
1,1,1,95,1,1,95,1,1,82,1,1,95,1,1,82,1,1,95,1,1,83,1,1,95,1,1,83,1,1,95,1,6,7,1,1,95,1,5,7,1,1,95,1,6,9,1,1,95,1,6,9,1,1,95,4,6,13,1,3,91,1,6,16,1,3,91,1,6,8,1,3,92
1,1,1,95,1,1,95,1,1,95,1,1,95,1,1,82,1,1,95,1,1,82,1,1,95,1,1,83,1,1,95,1,1,83,1,1,95,1,6,7,1,1,95,1,5,7,1,1,95,1,6,9,1,3,91,1,6,9,1,3,91,4,6,13,1,3,92,1,6,16,1,3,92
1,1,1,95,1,1,95,1,1,95,1,1,95,1,1,95,1,1,95,1,1,82,1,1,95,1,1,82,1,1,95,1,1,83,1,1,95,1,1,83,1,1,95,1,6,7,1,3,91,1,5,7,1,3,91,1,6,9,1,3,92,1,6,9,1,3,92,4,6,13,1,1,91
1,1,1,95,1,1,95,1,1,95,1,1,95,1,1,95,1,1,95,1,1,95,1,1,95,1,1,82,1,1,95,1,1,82,1,3,91,1,1,83,1,3,91,1,1,83,1,3,91,1,6,7,1,3,92,1,5,7,1,1,91,1,6,9,1,1,91,1,6,9,1,1,91
1,1,1,95,1,1,95,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,92,1,1,95,1,3,92,1,1,95,1,1,91,1,1,95,1,1,91,1,1,95,1,1,91,1,1,95,1,4,83,1,1,82,1,4,83,1,1,82,1,4,83,1,1,83,1,4,83
0,1,3,91,1,3,91,1,1,95,1,3,92,1,1,95,1,1,91,1,1,95,1,1,91,1,1,95,1,1,91,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,1,84,1,1,95,1,1,84,1,1,82,1,1,87
0,1,3,92,1,3,92,1,3,91,1,1,91,1,1,95,1,1,91,1,1,95,1,1,91,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,1,84,1,1,95,1,1,84,1,1,95,1,1,87,1,1,95,1,1,87
0,1,1,91,1,1,91,1,3,92,1,1,91,1,3,92,1,4,83,1,3,91,1,4,83,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,1,84,1,1,95,1,1,84,1,1,95,1,1,87,1,1,95,1,1,87,1,1,95,1,3,91,1,1,95,1,3,91
0,1,1,91,1,1,91,1,1,91,1,4,83,1,3,92,1,4,83,1,3,92,1,4,83,1,3,91,1,4,83,1,1,95,1,1,84,1,1,95,1,1,84,1,1,95,1,1,87,1,1,95,1,1,87,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91
0,1,4,83,1,4,83,1,1,91,1,1,84,1,1,91,1,1,84,1,1,91,1,1,87,1,1,91,1,1,87,1,1,91,1,3,91,1,3,92,1,3,91,1,3,92,1,3,91,1,3,91,1,3,91,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,4,83
1,1,1,84,1,1,84,1,4,83,1,1,87,1,4,83,1,1,87,1,1,91,1,3,91,1,1,91,1,3,91,1,1,91,1,3,91,1,1,91,1,3,91,1,1,91,1,4,83,1,3,92,1,4,83,1,3,92,1,4,83,1,3,91,1,4,83,1,1,95,1,4,83
0,1,1,87,1,1,87,1,1,84,1,3,91,1,1,84,1,3,91,1,4,83,1,3,91,1,4,83,1,3,91,1,1,91,1,4,83,1,1,91,1,4,83,1,1,91,1,4,83,1,1,91,1,4,83,1,1,91,1,4,83,1,3,92,1,2,90,1,3,92,1,2,90
0,1,3,91,1,3,91,1,1,87,1,4,83,1,1,87,1,4,83,1,1,87,1,4,83,1,1,87,1,4,83,1,1,84,1,4,83,1,1,84,1,2,90,1,4,83,1,2,90,1,4,83,1,1,94,1,1,91,1,1,94,1,1,91,1,1,94,1,1,91,1,1,95
0,1,4,83,1,4,83,1,3,91,1,2,90,1,3,91,1,2,90,1,3,91,1,1,94,1,3,91,1,1,94,1,3,91,1,1,94,1,1,87,1,1,95,1,1,87,1,1,95,1,1,87,1,5,66,1,1,87,1,5,66,1,1,84,1,5,66,1,1,84,1,5,66
0,1,2,90,1,2,90,1,4,83,1,1,94,1,4,83,1,1,94,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,5,66,1,3,91,1,5,66,1,1,87,1,5,66,1,1,87,1,5,66,1,1,87,1,5,66,1,1,87,1,5,66
0,1,1,94,1,1,94,1,2,90,1,1,95,1,2,90,1,1,95,1,4,83,1,5,66,1,4,83,1,5,66,1,4,83,1,5,66,1,3,91,1,5,66,1,3,91,1,5,66,1,3,91,1,5,66,1,3,91,1,5,66,1,3,91,1,5,66,1,1,87,1,5,66
0,1,1,95,1,1,95,1,1,94,1,5,66,1,1,94,1,5,66,1,2,90,1,5,66,1,2,90,1,5,66,1,2,90,1,5,66,1,4,83,1,5,66,1,4,83,1,5,66,1,3,91,1,5,66,1,3,91,1,5,66,1,3,91,1,5,70,1,3,91,1,5,70
1,1,5,66,1,5,66,1,1,95,1,5,70,1,1,95,1,5,70,1,1,95,1,5,70,1,1,95,1,5,70,1,1,95,1,5,70,1,1,95,1,5,70,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,1,81,1,1,94,1,1,81,1,1,94,1,4,82
0,1,5,70,1,5,70,1,5,66,1,4,83,1,5,66,1,4,83,1,5,66,1,1,81,1,5,66,1,1,81,1,5,66,1,4,82,1,5,66,1,4,82,1,1,95,1,4,88,1,1,95,1,4,77,1,1,95,1,4,77,1,1,95,1,4,77,1,1,95,2,4,43
0,1,4,83,1,4,83,1,5,70,1,1,81,1,5,70,1,4,82,1,5,66,1,4,82,1,5,66,1,4,88,1,5,66,1,4,88,1,5,66,1,4,77,1,5,66,1,4,77,1,5,66,1,4,77,1,1,95,2,4,43,1,1,95,2,4,43,1,1,95,1,4,33
1,1,1,81,1,1,81,1,4,83,1,4,82,1,5,70,1,4,82,1,5,70,1,4,88,1,5,70,1,4,77,1,5,66,1,4,77,1,5,66,1,4,77,1,5,66,2,4,43,1,5,66,2,4,43,1,5,66,1,4,33,1,5,66,1,4,33,1,1,95,1,4,23
0,1,4,82,1,4,82,1,1,81,1,4,88,1,1,81,1,4,77,1,4,83,1,4,77,1,5,70,1,4,77,1,5,70,2,4,43,1,5,70,2,4,43,1,5,66,1,4,33,1,5,66,1,4,33,1,5,66,1,4,23,1,5,66,1,4,23,1,5,66,2,4,67
0,1,4,88,1,4,88,1,4,82,1,4,77,1,1,81,1,4,77,1,1,81,1,4,77,1,4,83,2,4,43,1,4,83,2,4,43,1,5,70,1,4,33,1,5,70,1,4,33,1,5,66,1,4,23,1,5,66,1,4,23,1,5,66,2,4,67,1,5,66,2,4,67
0,1,4,77,1,4,77,1,4,88,1,4,77,1,4,82,1,4,77,1,1,81,2,4,43,1,1,81,2,4,43,1,4,83,1,4,33,1,4,83,1,4,33,1,5,70,1,4,23,1,5,70,1,4,23,1,5,66,2,4,67,1,5,66,2,4,80,1,5,66,2,4,80
0,1,4,77,1,4,77,1,4,77,2,4,43,1,4,77,2,4,43,1,4,88,1,4,33,1,4,82,1,4,33,1,1,81,1,4,23,1,1,81,1,4,23,1,4,83,2,4,67,1,4,83,2,4,80,1,5,70,2,4,80,1,5,70,2,4,80,1,5,66,2,3,39
0,2,4,43,2,4,43,1,4,77,1,4,33,1,4,77,1,4,33,1,4,77,1,4,23,1,4,77,1,4,23,1,4,88,2,4,67,1,4,82,2,4,80,1,1,81,2,4,80,1,1,81,2,4,80,1,4,83,2,3,39,1,4,83,2,3,39,1,5,70,2,6,5
0,1,4,33,1,4,33,2,4,43,1,4,23,2,4,43,1,4,23,1,4,77,2,4,67,1,4,77,2,4,80,1,4,77,2,4,80,1,4,77,2,4,80,1,4,88,2,3,39,1,4,82,2,3,39,1,1,81,2,6,5,1,1,81,2,6,5,1,4,83,2,5,17
0,1,4,23,1,4,23,1,4,33,2,4,67,1,4,33,2,4,80,2,4,43,2,4,80,2,4,43,2,4,80,1,4,77,2,3,39,1,4,77,2,3,39,1,4,77,2,6,5,1,4,77,2,6,5,1,4,88,2,5,17,1,4,82,1,6,2,1,1,81,2,6,2
0,2,4,67,2,4,67,1,4,23,2,4,80,1,4,33,2,4,80,1,4,33,2,4,80,2,4,43,2,3,39,2,4,43,2,3,39,1,4,77,2,6,5,1,4,77,2,5,17,1,4,77,1,6,2,1,4,77,2,6,2,1,4,88,2,6,2,1,4,88,2,6,2
0,2,4,80,2,4,80,2,4,67,2,4,80,1,4,23,2,3,39,1,4,23,2,3,39,1,4,33,2,6,5,1,4,33,2,6,5,2,4,43,2,5,17,2,4,43,1,6,2,1,4,77,2,6,2,1,4,77,2,6,2,1,4,77,2,6,2,1,4,77,2,6,3
0,2,4,80,2,4,80,2,4,80,2,3,39,2,4,67,2,3,39,2,4,67,2,6,5,1,4,23,2,5,17,1,4,33,1,6,2,1,4,33,2,6,2,2,4,43,2,6,2,2,4,43,2,6,2,1,4,77,2,6,3,1,4,77,3,6,3,1,4,77,2,2,84
0,2,3,39,2,3,39,2,4,80,2,6,5,2,4,80,2,5,17,2,4,80,1,6,2,2,4,67,2,6,2,2,4,67,2,6,2,1,4,23,2,6,2,1,4,33,2,6,3,1,4,33,3,6,3,2,4,43,2,2,84,2,4,43,1,6,8,1,4,77,2,6,19

0,1,3,86,1,3,86,1,6,30,1,4,87,1,6,30,1,4,87,1,6,30,1,4,87,1,3,69,1,1,87,1,6,8,1,1,87,1,6,8,1,4,83,1,6,8,1,4,83,1,6,8,1,1,84,1,6,11,1,1,84,1,6,12,1,4,80,1,6,12,1,2,89
0,1,4,87,1,4,87,1,3,86,1,4,87,1,3,86,1,1,87,1,6,30,1,1,87,1,6,30,1,4,83,1,6,30,1,4,83,1,3,69,1,1,84,1,6,8,1,1,84,1,6,8,1,4,80,1,6,8,1,2,89,1,6,8,1,2,89,1,6,11,1,3,87
0,1,4,87,1,4,87,1,4,87,1,1,87,1,3,86,1,1,87,1,3,86,1,4,83,1,6,30,1,4,83,1,6,30,1,1,84,1,6,30,1,1,84,1,3,69,1,4,80,1,6,8,1,2,89,1,6,8,1,2,89,1,6,8,1,3,87,1,6,8,1,3,87
1,1,1,87,1,1,87,1,4,87,1,4,83,1,4,87,1,4,83,1,4,87,1,1,84,1,3,86,1,1,84,1,3,86,1,4,80,1,6,30,1,2,89,1,6,30,1,2,89,1,6,30,1,3,87,1,3,69,1,3,87,1,6,8,1,1,91,1,6,8,1,1,91
0,1,4,83,1,4,83,1,1,87,1,1,84,1,1,87,1,1,84,1,4,87,1,4,80,1,4,87,1,2,89,1,4,87,1,2,89,1,3,86,1,3,87,1,3,86,1,3,87,1,6,30,1,1,91,1,6,30,1,1,91,1,6,30,1,1,91,1,3,69,1,1,95
0,1,1,84,1,1,84,1,4,83,1,4,80,1,4,83,1,2,89,1,1,87,1,2,89,1,1,87,1,3,87,1,4,87,1,3,87,1,4,87,1,1,91,1,4,87,1,1,91,1,3,86,1,1,91,1,3,86,1,1,95,1,6,30,1,1,95,1,6,30,1,1,95
0,1,4,80,1,4,80,1,1,84,1,2,89,1,4,83,1,3,87,1,4,83,1,3,87,1,1,87,1,1,91,1,1,87,1,1,91,1,4,87,1,1,91,1,4,87,1,1,95,1,4,87,1,1,95,1,3,86,1,1,95,1,3,86,1,1,95,1,6,30,1,1,95
1,1,2,89,1,2,89,1,4,80,1,3,87,1,1,84,1,3,87,1,1,84,1,1,91,1,4,83,1,1,91,1,4,83,1,1,91,1,1,87,1,1,95,1,1,87,1,1,95,1,4,87,1,1,95,1,4,87,1,1,95,1,4,87,1,1,95,1,3,86,1,1,95
0,1,3,87,1,3,87,1,2,89,1,1,91,1,2,89,1,1,91,1,4,80,1,1,91,1,1,84,1,1,95,1,1,84,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,1,87,1,1,95,1,1,87,1,1,95,1,4,87,1,3,91,1,4,87,1,3,91
1,1,1,91,1,1,91,1,3,87,1,1,95,1,3,87,1,1,95,1,3,87,1,1,95,1,2,89,1,1,95,1,2,89,1,1,95,1,4,80,1,1,95,1,1,84,1,3,91,1,1,84,1,3,91,1,4,83,1,3,91,1,4,83,1,3,91,1,1,87,1,3,91
1,1,1,95,1,1,95,1,1,91,1,1,95,1,1,91,1,1,95,1,3,87,1,1,95,1,3,87,1,3,91,1,3,87,1,3,91,1,2,89,1,3,91,1,2,89,1,3,91,1,4,80,1,3,91,1,1,84,1,3,91,1,1,84,1,3,91,1,4,83,1,3,91
1,1,1,95,1,1,95,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,91,1,3,91,1,1,91,1,3,91,1,1,91,1,3,91,1,3,87,1,3,91,1,3,87,1,3,91,1,3,87,1,3,91,1,2,89,1,3,91,1,2,89,1,3,91
0,1,3,91,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,91,1,3,91,1,1,91,1,3,91,1,1,91,1,1,91,1,3,87,1,1,91
0,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,1,95,1,3,91,1,1,95,1,1,91,1,1,95,1,1,91,1,1,95,1,1,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,4,87
1,1,3,91,1,3,91,1,3,91,1,1,91,1,3,91,1,1,91,1,3,91,1,1,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,4,87,1,3,91,1,4,87,1,3,91,1,1,90,1,3,91,1,1,90,1,1,95,1,4,80,1,1,95,1,4,80
1,1,1,91,1,1,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,4,87,1,3,91,1,4,87,1,3,91,1,1,90,1,3,91,1,1,90,1,3,91,1,4,80,1,3,91,1,4,80,1,3,91,1,4,87,1,3,91,1,4,87,1,3,91,1,1,95
0,1,3,91,1,3,91,1,1,91,1,4,87,1,1,91,1,4,87,1,3,91,1,1,90,1,3,91,1,1,90,1,3,91,1,4,80,1,3,91,1,4,80,1,3,91,1,4,87,1,3,91,1,4,87,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95
0,1,4,87,1,4,87,1,3,91,1,1,90,1,3,91,1,1,90,1,1,91,1,4,80,1,1,91,1,4,80,1,3,91,1,4,87,1,3,91,1,4,87,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95
0,1,1,90,1,1,90,1,4,87,1,4,80,1,4,87,1,4,80,1,3,91,1,4,87,1,3,91,1,4,87,1,1,91,1,1,95,1,1,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95
0,1,4,80,1,4,80,1,1,90,1,4,87,1,1,90,1,4,87,1,4,87,1,1,95,1,4,87,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,1,91,1,1,95,1,1,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95
0,1,4,87,1,4,87,1,4,80,1,1,95,1,4,80,1,1,95,1,1,90,1,1,95,1,1,90,1,1,95,1,4,87,1,1,95,1,4,87,1,1,95,1,3,91,1,1,95,1,3,91,1,1,95,1,1,91,1,1,95,1,1,91,1,1,95,1,3,91,1,4,83
1,1,1,95,1,1,95,1,4,87,1,4,83,1,4,87,1,4,83,1,4,87,1,4,83,1,4,87,1,4,83,1,4,87,1,4,83,1,4,87,1,4,83,1,4,87,1,4,82,1,4,87,1,4,82,1,4,87,1,4,82,1,4,87,1,1,97,1,4,80,1,1,97
0,1,4,83,1,4,83,1,1,95,1,4,82,1,1,95,1,4,82,1,1,95,1,4,82,1,1,95,1,1,97,1,1,95,1,1,97,1,1,95,1,1,97,1,4,87,1,1,97,1,4,87,1,1,97,1,4,87,1,1,97,1,4,87,1,1,97,1,4,87,1,1,97
0,1,4,82,1,4,82,1,4,83,1,1,97,1,4,83,1,1,97,1,4,83,1,1,97,1,1,95,1,1,97,1,1,95,1,1,97,1,1,95,1,1,97,1,1,95,1,1,97,1,1,95,1,1,97,1,1,95,1,1,97,1,4,87,1,2,96,1,4,87,1,2,96
1,1,1,97,1,1,97,1,4,82,1,2,96,1,4,82,1,2,96,1,4,82,1,2,96,1,4,82,1,2,96,1,4,82,1,3,93,1,4,82,1,3,93,1,4,82,1,3,94,1,4,82,1,2,94,1,4,82,1,2,94,1,4,83,2,3,78,1,4,83,2,3,78
0,1,2,96,1,2,96,1,1,97,1,3,93,1,1,97,1,3,94,1,1,97,1,3,94,1,1,97,1,2,94,1,4,82,1,2,94,1,4,82,2,3,78,1,4,82,2,3,78,1,4,82,2,3,90,1,4,82,2,3,45,1,4,82,2,3,45,1,4,82,2,1,79
0,1,3,93,1,3,93,1,2,96,1,3,94,1,1,97,1,2,94,1,1,97,1,2,94,1,1,97,2,3,78,1,1,97,2,3,78,1,1,97,2,3,90,1,4,82,2,3,45,1,4,82,2,3,45,1,4,82,2,1,79,1,4,82,2,3,75,1,4,82,2,4,64
0,1,3,94,1,3,94,1,3,93,1,2,94,1,2,96,1,2,94,1,2,96,2,3,78,1,1,97,2,3,78,1,1,97,2,3,90,1,1,97,2,3,45,1,1,97,2,3,45,1,4,82,2,1,79,1,4,82,2,3,75,1,4,82,2,4,64,1,4,82,2,4,64
0,1,2,94,1,2,94,1,3,94,2,3,78,1,3,94,2,3,78,1,3,93,2,3,90,1,2,96,2,3,45,1,2,96,2,3,45,1,1,97,2,1,79,1,1,97,2,3,75,1,1,97,2,4,64,1,1,97,2,4,64,1,4,82,2,1,66,1,4,82,2,3,81
0,2,3,78,2,3,78,1,2,94,2,3,90,1,2,94,2,3,45,1,3,94,2,3,45,1,3,94,2,1,79,1,3,93,2,3,75,1,2,96,2,4,64,1,2,96,2,4,64,1,1,97,2,1,66,1,1,97,2,3,81,1,1,97,2,3,81,1,1,97,2,4,58
0,2,3,90,2,3,90,2,3,78,2,3,45,1,2,94,2,1,79,1,2,94,2,3,75,1,3,94,2,3,75,1,3,94,2,4,64,1,3,93,2,4,64,1,2,96,2,1,66,1,2,96,2,3,81,1,1,97,2,3,81,1,1,97,2,4,58,1,1,97,2,6,3
0,2,3,45,2,3,45,2,3,90,2,1,79,2,3,78,2,3,75,2,3,78,2,4,64,1,2,94,2,4,64,1,2,94,2,1,66,1,3,94,2,3,81,1,3,94,2,3,81,1,3,93,2,4,58,1,2,96,2,6,3,1,2,96,1,6,3,1,1,97,1,6,3
0,2,1,79,2,1,79,2,3,45,2,3,75,2,3,90,2,4,64,2,3,78,2,4,64,2,3,78,2,1,66,1,2,94,2,3,81,1,2,94,2,3,81,1,3,94,2,4,58,1,3,94,2,6,3,1,3,93,1,6,3,1,2,96,2,6,2,1,2,96,2,6,2
0,2,3,75,2,3,75,2,1,79,2,4,64,2,3,45,2,4,64,2,3,90,2,1,66,2,3,90,2,3,81,2,3,78,2,3,81,1,2,94,2,4,58,1,2,94,2,6,3,1,3,94,1,6,3,1,3,94,2,6,2,1,3,93,2,6,2,1,2,96,2,6,2
0,2,4,64,2,4,64,2,3,75,2,1,66,2,3,75,2,3,81,2,1,79,2,3,81,2,3,45,2,4,58,2,3,90,2,6,3,2,3,90,1,6,3,2,3,78,2,6,2,1,2,94,2,6,2,1,2,94,2,6,2,1,3,94,1,6,4,1,3,94,2,6,1
0,2,1,66,2,1,66,2,4,64,2,3,81,2,3,75,2,3,81,2,3,75,2,4,58,2,1,79,2,6,3,2,3,45,1,6,3,2,3,90,2,6,2,2,3,90,2,6,2,2,3,78,2,6,2,1,2,94,1,6,4,1,2,94,2,6,1,1,3,94,2,6,5
0,2,3,81,2,3,81,2,1,66,2,4,58,2,1,66,2,6,3,2,4,64,1,6,3,2,3,75,2,6,2,2,3,75,2,6,2,2,1,79,2,6,2,2,3,45,1,6,4,2,3,90,2,6,1,2,3,90,2,6,5,2,3,78,2,6,5,1,2,94,1,6,2
0,2,4,58,2,4,58,2,3,81,2,6,3,2,1,66,1,6,3,2,1,66,2,6,2,2,4,64,2,6,2,2,3,75,2,6,2,2,3,75,1,6,4,2,1,79,2,6,1,2,3,45,2,6,5,2,3,90,2,6,5,2,3,90,1,6,2,2,3,78,1,6,2

0,1,4,68,1,4,68,1,6,37,1,4,76,1,6,37,1,4,76,1,5,38,1,4,76,1,4,55,1,4,76,1,4,55,1,4,76,1,6,3,1,3,88,1,6,3,1,3,88,1,6,3,1,1,91,3,4,45,1,1,91,3,4,45,1,1,91,3,4,42,1,3,91
0,1,4,76,1,4,76,1,4,68,1,4,76,1,6,37,1,4,76,1,6,37,1,4,76,1,5,38,1,3,88,1,5,38,1,3,88,1,4,55,1,1,91,1,4,55,1,1,91,1,6,3,1,1,91,1,6,3,1,3,91,1,6,3,1,3,91,3,4,45,1,3,91
0,1,4,76,1,4,76,1,4,76,1,4,76,1,4,68,1,4,76,1,4,68,1,3,88,1,6,37,1,3,88,1,6,37,1,1,91,1,5,38,1,1,91,1,4,55,1,1,91,1,4,55,1,3,91,1,6,3,1,3,91,1,6,3,1,1,90,1,6,3,1,1,90
0,1,4,76,1,4,76,1,4,76,1,3,88,1,4,76,1,3,88,1,4,76,1,1,91,1,4,68,1,1,91,1,4,68,1,1,91,1,6,37,1,3,91,1,6,37,1,3,91,1,5,38,1,1,90,1,4,55,1,1,90,1,4,55,1,3,91,1,6,3,1,3,91
1,1,3,88,1,3,88,1,4,76,1,1,91,1,4,76,1,1,91,1,4,76,1,1,91,1,4,76,1,3,91,1,4,76,1,3,91,1,4,68,1,1,90,1,4,68,1,1,90,1,6,37,1,3,91,1,6,37,1,3,91,1,5,38,1,3,91,1,4,55,1,3,91
1,1,1,91,1,1,91,1,3,88,1,3,91,1,3,88,1,3,91,1,3,88,1,1,90,1,4,76,1,1,90,1,4,76,1,3,91,1,4,76,1,3,91,1,4,76,1,3,91,1,4,76,1,3,91,1,4,68,1,3,91,1,4,68,1,1,95,1,6,37,1,1,95
0,1,3,91,1,3,91,1,1,91,1,1,90,1,1,91,1,3,91,1,3,88,1,3,91,1,3,88,1,3,91,1,3,88,1,3,91,1,4,76,1,3,91,1,4,76,1,1,95,1,4,76,1,1,95,1,4,76,1,1,95,1,4,76,1,1,95,1,4,76,1,1,95
0,1,1,90,1,1,90,1,3,91,1,3,91,1,1,91,1,3,91,1,1,91,1,3,91,1,1,91,1,3,91,1,3,88,1,3,91,1,3,88,1,1,95,1,3,88,1,1,95,1,4,76,1,1,95,1,4,76,1,1,95,1,4,76,1,1,95,1,4,76,1,1,95
0,1,3,91,1,3,91,1,1,90,1,1,95,1,1,90,1,1,95,1,1,90,1,1,95,1,1,90,1,1,95,1,1,90,1,1,95,1,3,91,1,1,95,1,1,91,1,3,91,1,1,91,1,3,91,1,1,91,1,3,91,1,3,88,1,3,91,1,3,88,1,3,91
0,1,1,95,1,1,95,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,3,91,1,4,83,1,1,90,1,4,83,1,1,90,1,4,83,1,1,90,1,4,83,1,1,90,1,2,89,1,1,90,1,2,89
0,1,3,91,1,3,91,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,4,83,1,1,95,1,2,89,1,3,91,1,5,63,1,3,91,1,5,63,1,3,91,1,1,84,1,3,91,1,1,84,1,3,91,1,4,72,1,3,91,1,4,72
0,1,4,83,1,4,83,1,3,91,1,2,89,1,3,91,1,5,63,1,3,91,1,1,84,1,3,91,1,1,84,1,1,95,1,4,72,1,1,95,1,4,72,1,1,95,1,1,84,1,1,95,1,1,84,1,1,95,1,5,66,1,3,91,1,5,66,1,3,91,1,5,66
0,1,2,89,1,2,89,1,4,83,1,5,63,1,3,91,1,1,84,1,3,91,1,1,84,1,3,91,1,4,72,1,3,91,1,4,72,1,1,95,1,1,84,1,1,95,1,1,84,1,1,95,1,5,66,1,1,95,1,5,66,1,1,95,1,5,66,1,1,95,1,1,82
