real,brigthness0,motion0,sleep0,brigthness1,motion1,sleep1,brigthness2,motion2,sleep2,brigthness3,motion3,sleep3,brigthness4,motion4,sleep4,brigthness5,motion5,sleep5,brigthness6,motion6,sleep6,brigthness7,motion7,sleep7,brigthness8,motion8,sleep8,brigthness9,motion9,sleep9,brigthness10,motion10,sleep10,brigthness11,motion11,sleep11,brigthness12,motion12,sleep12,brigthness13,motion13,sleep13,brigthness14,motion14,sleep14,brigthness15,motion15,sleep15,brigthness16,motion16,sleep16,brigthness17,motion17,sleep17,brigthness18,motion18,sleep18,brigthness19,motion19,sleep19,brigthness20,motion20,sleep20,brigthness21,motion21,sleep21,brigthness22,motion22,sleep22,brigthness23,motion23,sleep23
0,5,1,33,5,1,14,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,27,4,6,27,3,5,11,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
0,5,3,44,5,1,33,5,1,14,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,9,4,6,27,3,5,11,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
0,3,6,3,5,3,44,5,1,33,5,1,14,5,6,1,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,27,3,5,11,3,5,11,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
0,3,5,5,3,6,3,5,3,44,5,1,33,5,1,14,5,6,1,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,27,3,5,11,3,5,11,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
0,4,6,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,14,5,1,14,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,27,3,5,11,3,5,11,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
0,1,6,6,4,6,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,33,5,1,14,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,27,4,6,27,3,5,11,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
0,2,6,1,1,6,6,4,6,5,3,5,5,3,6,3,5,3,44,5,3,44,5,1,33,5,1,14,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,9,4,6,27,3,5,11,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
0,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,6,3,5,3,44,5,3,44,5,1,33,5,1,14,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,9,4,6,27,3,5,11,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
0,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,6,3,3,6,3,5,3,44,5,1,33,5,1,14,5,6,1,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,27,3,5,11,3,5,11,1,6,2,1,6,2,1,6,2
0,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,14,5,6,1,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,27,3,5,11,3,5,11,1,6,2,1,6,2
0,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,14,5,6,1,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,27,3,5,11,3,5,11,1,6,2
0,2,6,13,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,4,6,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,14,5,1,14,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,27,3,5,11,3,5,11
0,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,1,6,6,4,6,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,33,5,1,14,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9,4,6,27,4,6,27
0,2,6,3,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,6,3,3,6,3,5,3,44,5,1,33,5,1,14,5,6,1,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7,4,6,9
0,2,5,19,2,6,3,2,3,59,2,6,13,2,6,4,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,14,5,6,1,5,6,1,3,6,2,4,6,3,5,6,7,5,6,7
0,1,6,8,2,5,19,2,6,3,2,3,59,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,1,6,6,4,6,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,33,5,1,14,5,6,1,3,6,2,4,6,3,5,6,7
0,1,1,95,2,5,19,2,6,3,2,3,59,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,2,5,13,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,6,3,5,3,44,5,3,44,5,1,33,5,1,14,5,6,1,3,6,2,4,6,3,5,6,7
0,2,1,93,2,5,19,2,6,3,2,6,3,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,6,3,3,6,3,5,3,44,5,1,33,5,1,14,5,6,1,5,6,1,3,6,2,4,6,3
0,2,6,8,2,1,93,2,5,19,2,5,19,2,6,3,2,3,59,2,6,13,2,6,4,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,14,5,6,1,5,6,1,3,6,2
0,2,6,9,2,6,8,2,1,93,2,5,19,2,5,19,2,6,3,2,3,59,2,6,13,2,6,13,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,4,6,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,14,5,1,14,5,6,1
0,2,6,9,2,6,9,2,6,8,2,1,93,1,6,8,2,5,19,2,6,3,2,3,59,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,1,6,6,4,6,5,3,5,5,3,6,3,5,3,44,5,1,33,5,1,33,5,1,14
0,2,6,16,2,6,9,2,6,9,2,6,8,2,1,93,1,1,95,2,5,19,2,6,3,2,3,59,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,2,5,13,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,6,3,5,3,44,5,3,44,5,1,33
0,2,6,9,2,6,16,2,6,9,2,6,9,2,6,8,2,1,93,2,1,93,2,5,19,2,6,3,2,6,3,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,6,3,3,6,3,5,3,44
0,2,5,11,2,6,9,2,6,16,2,6,9,2,6,9,2,6,8,2,6,8,2,1,93,2,5,19,2,5,19,2,6,3,2,3,59,2,6,13,2,6,4,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5,3,5,5,3,6,3
0,1,6,7,2,5,11,2,5,11,2,6,9,2,6,16,2,6,9,2,6,9,2,6,8,2,6,8,2,1,93,2,5,19,2,5,19,2,6,3,2,3,59,2,6,13,2,6,4,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5,3,5,5
1,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,16,2,6,9,2,6,9,2,6,9,2,6,8,2,1,93,2,5,19,2,5,19,2,6,3,2,3,59,2,6,13,2,6,13,2,6,4,1,4,40,1,6,3,2,5,13,2,6,1,1,6,6,4,6,5
1,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,16,2,6,16,2,6,9,2,6,9,2,6,8,2,1,93,1,1,95,2,5,19,2,6,3,2,3,59,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,2,5,13,2,5,13,2,6,1
1,1,4,83,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,16,2,6,16,2,6,9,2,6,9,2,6,8,2,1,93,1,1,95,2,5,19,2,6,3,2,3,59,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,2,5,13,2,5,13
1,1,3,90,1,4,83,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,9,2,6,16,2,6,9,2,6,9,2,6,8,2,1,93,2,1,93,2,5,19,2,6,3,2,6,3,2,3,59,2,6,13,2,6,4,1,4,40,1,6,3,1,6,3
1,1,2,91,1,3,90,1,3,90,1,4,83,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,9,2,6,16,2,6,9,2,6,9,2,6,8,2,1,93,2,1,93,2,5,19,2,6,3,2,6,3,2,3,59,2,6,13,2,6,4,1,4,40
1,1,1,92,1,2,91,1,2,91,1,3,90,1,3,90,1,4,83,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,9,2,6,16,2,6,9,2,6,9,2,6,8,2,1,93,2,1,93,2,5,19,2,6,3,2,6,3,2,3,59,2,6,13
1,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91,1,3,90,1,3,90,1,4,83,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,9,2,6,16,2,6,9,2,6,9,2,6,8,2,1,93,2,1,93,2,5,19
1,1,1,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91,1,3,90,1,3,90,1,4,83,1,3,77,1,3,58,1,6,7,1,6,7,2,5,11,2,5,11,2,6,9,2,6,16,2,6,9,2,6,9,2,6,8,2,6,8,2,1,93
1,1,1,94,1,1,94,1,2,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91,1,3,90,1,3,90,1,4,83,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,9,2,6,16,2,6,9,2,6,9,2,6,8
1,1,1,94,1,1,94,1,1,94,1,2,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91,1,3,90,1,3,90,1,4,83,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,9,2,6,16,2,6,9,2,6,9
1,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91,1,3,90,1,3,90,1,4,83,1,4,83,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,16,2,6,16
1,1,1,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,2,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91,1,3,90,1,3,90,1,4,83,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11,2,6,9,2,6,9
1,1,3,91,1,1,94,1,1,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,2,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91,1,3,90,1,3,90,1,4,83,1,3,77,1,3,58,1,6,7,2,5,11,2,5,11
1,1,3,90,1,3,91,1,3,91,1,3,91,1,1,94,1,1,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,2,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91,1,3,90,1,3,90,1,4,83,1,3,77,1,3,58
1,1,1,91,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,94,1,1,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91,1,3,90,1,3,90
1,1,3,91,1,1,91,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,94,1,1,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91,1,3,90
1,1,2,93,1,3,91,1,1,91,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,94,1,1,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91,1,2,91
1,1,1,92,1,2,93,1,3,91,1,1,91,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,94,1,1,94,1,2,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,2,94,1,1,92,1,1,92,1,1,92,1,1,92,1,2,91
1,1,1,94,1,1,92,1,2,93,1,3,91,1,1,91,1,3,90,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,94,1,1,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,2,94,1,2,94,1,1,92,1,1,92,1,1,92
1,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,92,1,2,93,1,3,91,1,1,91,1,3,90,1,3,90,1,3,90,1,3,90
1,1,1,94,1,2,94,1,2,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,92,1,2,93,1,3,91,1,1,91,1,3,90
1,1,1,95,1,1,94,1,1,94,1,2,94,1,2,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,92,1,2,93,1,3,91
1,1,2,94,1,1,95,1,1,94,1,1,94,1,2,94,1,2,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,92,1,2,93
1,1,4,86,1,2,94,1,1,95,1,1,94,1,1,94,1,2,94,1,2,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,92
1,1,1,89,1,4,86,1,2,94,1,2,94,1,1,95,1,1,94,1,1,94,1,2,94,1,2,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94
1,1,4,80,1,1,89,1,4,86,1,4,86,1,2,94,1,1,95,1,1,95,1,1,94,1,1,94,1,2,94,1,2,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94
1,1,1,84,1,4,80,1,1,89,1,1,89,1,4,86,1,2,94,1,2,94,1,1,95,1,1,94,1,1,94,1,2,94,1,2,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94
1,1,3,91,1,1,84,1,1,84,1,1,84,1,4,80,1,1,89,1,1,89,1,4,86,1,2,94,1,2,94,1,1,95,1,1,94,1,1,94,1,2,94,1,2,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94
1,1,3,90,1,3,91,1,3,91,1,3,91,1,1,84,1,1,84,1,1,84,1,4,80,1,1,89,1,1,89,1,4,86,1,2,94,1,2,94,1,1,95,1,1,94,1,1,94,1,2,94,1,2,94,1,2,94,1,1,94,1,1,94,1,1,94,1,1,94,1,1,94
1,1,3,91,1,3,90,1,3,90,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,84,1,1,84,1,1,84,1,4,80,1,1,89,1,1,89,1,4,86,1,2,94,1,2,94,1,1,95,1,1,94,1,1,94,1,2,94,1,2,94,1,2,94
1,1,1,90,1,3,91,1,3,91,1,3,90,1,3,90,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,84,1,1,84,1,1,84,1,4,80,1,1,89,1,1,89,1,4,86,1,2,94,1,2,94,1,1,95,1,1,94,1,1,94,1,2,94
1,1,1,93,1,1,90,1,1,90,1,3,91,1,3,91,1,3,90,1,3,90,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,84,1,1,84,1,1,84,1,4,80,1,1,89,1,1,89,1,4,86,1,2,94,1,2,94,1,1,95,1,1,94
1,1,4,86,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,90,1,1,90,1,3,91,1,3,91,1,3,90,1,3,90,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,84,1,1,84,1,1,84,1,4,80,1,1,89
1,1,3,91,1,4,86,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,90,1,1,90,1,3,91,1,3,91,1,3,90,1,3,90,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,84,1,1,84,1,1,84
1,1,1,89,1,3,91,1,4,86,1,4,86,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,90,1,1,90,1,3,91,1,3,91,1,3,90,1,3,90,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,84,1,1,84
1,1,3,92,1,1,89,1,3,91,1,4,86,1,4,86,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,90,1,1,90,1,3,91,1,3,91,1,3,90,1,3,90,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91,1,3,91,1,1,84
1,1,4,89,1,3,92,1,1,89,1,1,89,1,3,91,1,4,86,1,4,86,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,90,1,1,90,1,3,91,1,3,91,1,3,90,1,3,90,1,3,90,1,3,90,1,3,90,1,3,91,1,3,91
1,1,4,84,1,4,89,1,3,92,1,3,92,1,1,89,1,3,91,1,4,86,1,4,86,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,90,1,1,90,1,3,91,1,3,91,1,3,90,1,3,90,1,3,90,1,3,90,1,3,90,1,3,91
1,1,3,88,1,4,84,1,4,84,1,4,89,1,3,92,1,3,92,1,1,89,1,3,91,1,4,86,1,4,86,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,90,1,1,90,1,3,91,1,3,91,1,3,90,1,3,90,1,3,90,1,3,90
1,1,3,90,1,3,88,1,4,84,1,4,84,1,4,89,1,3,92,1,3,92,1,1,89,1,3,91,1,4,86,1,4,86,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,90,1,1,90,1,3,91,1,3,91,1,3,90,1,3,90,1,3,90
1,1,3,92,1,3,90,1,3,88,1,4,84,1,4,84,1,4,89,1,3,92,1,3,92,1,1,89,1,3,91,1,3,91,1,4,86,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,93,1,1,90,1,1,90,1,3,91,1,3,91,1,3,90
0,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,2,5,35,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,1,6,2,2,5,35,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,5,6,16,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,4,2,16,5,6,16,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,5,1,8,4,2,16,5,6,16,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,2,5,35,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,6,6,10,5,1,8,4,2,16,5,6,16,5,6,16,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,6,6,14,6,6,10,5,1,8,5,1,8,4,2,16,5,6,16,2,6,3,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,6,2,27,6,6,14,6,6,10,5,1,8,5,1,8,4,2,16,5,6,16,2,6,3,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,4,1,26,6,2,27,6,6,14,6,6,10,6,6,10,5,1,8,4,2,16,5,6,16,5,6,16,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,6,6,2,4,1,26,6,2,27,6,6,14,6,6,10,6,6,10,5,1,8,5,1,8,4,2,16,5,6,16,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,2,5,35,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,2,6,5,6,6,2,4,1,26,4,1,26,6,2,27,6,6,14,6,6,10,6,6,10,5,1,8,4,2,16,5,6,16,5,6,16,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92,1,3,92
0,4,6,1,2,6,5,6,6,2,4,1,26,4,1,26,6,2,27,6,6,14,6,6,10,6,6,10,5,1,8,4,2,16,4,2,16,5,6,16,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,6,41,1,3,92,1,3,92,1,3,92,1,3,92
0,2,6,2,4,6,1,2,6,5,6,6,2,4,1,26,4,1,26,6,2,27,6,6,14,6,6,10,6,6,10,5,1,8,4,2,16,4,2,16,5,6,16,2,6,3,3,5,4,1,6,2,1,6,2,2,5,35,1,6,41,1,6,41,1,3,92,1,3,92,1,3,92
